farm_name,profile_url,latitude,longitude,street_address
City Farm Austin,localharvest.org/city-farm-austin-M52565,30.1886687,-97.78677959999999,"Location: 7210 Lunar Drive Austin, TX 78745"
Kin Heritage Farm,localharvest.org/kin-heritage-farm-M54975,,,Not found
Crystal Creek Farms,localharvest.org/crystal-creek-farms-M61768,30.3098923,-97.8659145,"Location: 155 Crystal Creek Rd. Austin , TX 78746"
Hudson Homestead,localharvest.org/hudson-homestead-M82052,30.4,-97.65,
Barnison Farm,localharvest.org/barnison-farm-M13653,30.1189196,-97.69634119999999,"Location: 9116 Highway 183 South Austin, TX 78747"
Bee Friendly Austin,localharvest.org/bee-friendly-austin-M66741,30.2366476,-97.9229087,"Location: 9874 Wier Loop Circle Austin, TX 78736"
Tecolote Farm,localharvest.org/tecolote-farm-M406,30.2572343,-97.5638109,"Location: 16301 Decker Lake Rd. Manor, TX 78653"
Dear Run Longhorns,localharvest.org/dear-run-longhorns-M58259,30.1292719,-97.8587691,"Location: 1700 N. FM 1626 Buda, TX 78610"
Gray Gardens,localharvest.org/gray-gardens-M65332,30.085104,-97.8364749,"Location: 767 main st Buda, TX 78610"
Farmshare Austin,localharvest.org/farmshare-austin-M66930,30.1980886,-97.5139227,"Location: 3608 River Road Cedar Creek, TX 78612"
Rocking B Ranch,localharvest.org/rocking-b-ranch-M23817,30.2418169,-97.9915589,"Location: 13100 drift Dr Austin , TX 78736"
Blue Star Ranch,localharvest.org/blue-star-ranch-M73970,30.4178333,-97.9294594,"Location: 5305 Hudson Bend Rd Austin, TX 78734"
Utopia Aquaponics,localharvest.org/utopia-aquaponics-M68132,,,Not found
Two Happy Children Farm,localharvest.org/two-happy-children-farm-M29774,,,Not found
MoreHart Farm,localharvest.org/morehart-farm-M60401,30.0449699,-97.50943,"Location: 515 South Cedar Creek Dr Cedar Creek, TX 78612"
Countryside Farm,localharvest.org/countryside-farm-M65032,30.1092622,-97.46890259999999,"Location: 376 Jones Rd Cedar Creek, TX 78612"
Coyote Creek Organic Feed Mill & Farm,localharvest.org/coyote-creek-organic-feed-mill-farm-M15019,30.3621728,-97.4280653,"Location: 13817 Klaus Lane Elgin, TX 78621"
Grass to Food Farm,localharvest.org/grass-to-food-farm-M77243,30.33,-97.42,
Eden's Cove,localharvest.org/edens-cove-M38727,30.0430561,-97.51788409999999,"Location: 157 Bahia Lane Cedar Creek , TX 78612"
Youngs Prairie Dairy,localharvest.org/youngs-prairie-dairy-M49157,30.3003132,-97.4122589,"Location: 356 Youngs Prairie Rd Elgin, TX 78621"
Simmons Family Farms,localharvest.org/simmons-family-farms-M55479,29.969609,-97.72461469999999,"Location: 305 Simmons Family Farm Road Lockhart, TX 78644"
Fitzhugh Creek LLC Farm,localharvest.org/fitzhugh-creek-llc-farm-M49443,,,Not found
The McRanch,localharvest.org/the-mcranch-M3442,30.1804978,-98.22291949999999,"Location: The McRanch 1011 FM 165 Dripping Springs, TX 78620"
Millberg Farm,localharvest.org/millberg-farm-M8987,29.9793626,-97.8892315,"Location: 737 Opal Kyle, TX 78640"
