Name,Address,Latitude,Longitude,Website,Google Categories,Place ID,Status
West Fork Garden Market,"2932 Marquita Dr, Fort Worth, TX 76116, USA",32.7314435,-97.4438708,https://www.thegardenmarketfw.com/,"establishment, home_goods_store, point_of_interest, store",ChIJhxLWW80NToYRAqp2z3N5HWo,Pending Review
Common Ground NRH Community Garden,"5301-5409 FM 1938, North Richland Hills, TX 76180, USA",32.8449582,-97.2150381,http://www.nrhcommunitygarden.com/,"establishment, point_of_interest",ChIJ6_r6sPN4ToYRzXS6Li7Bc1Y,Pending Review
Farmers Market Fort Worth Inc,"5507 E Belknap St, Haltom City, TX 76117, USA",32.7985251,-97.2673116,https://www.farmersmarketftw.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJDTNjt193ToYRNQlzV7g3Kis,Pending Review
Fort Worth Community Market,"105 S Main St, Fort Worth, TX 76104, USA",32.7433397,-97.32562949999999,https://www.facebook.com/fortworthcommunitymarket/?http_ref=eyJ0cyI6MTc4MTQ0ODg4OTAwMCwiciI6IiJ9,"establishment, point_of_interest",ChIJt-JXYwBxToYRWNoe4iHmNcY,Pending Review
Tarrant County Master Gardeners Community Demonstration Garden,"1801 Circle Dr, Fort Worth, TX 76119, USA",32.6735577,-97.3080045,https://www.tarrantmg.org/demo_garden.html,"establishment, point_of_interest",ChIJsYM7Sc1vToYRauwHITskqQk,Pending Review
ZaGardens Market,"5555 Richardson St, Fort Worth, TX 76119, USA",32.7123725,-97.23581109999999,http://zagardensmarket1.godaddysites.com/,"establishment, point_of_interest",ChIJzywcCQd7ToYRrPHZqIWeWFI,Pending Review
Keller Farmers Market,"400 Bear Creek Pkwy, Keller, TX 76248, USA",32.9267413,-97.24280069999999,http://www.kellerfarmersmarket.com/,"establishment, point_of_interest",ChIJm7rHDhzXTYYR9vJxir7Lixo,Pending Review
The Clearfork Farmers Market,"4801 Edwards Ranch Rd, Fort Worth, TX 76109, USA",32.7072827,-97.3946418,http://www.farmersmarket1848.com/,"establishment, point_of_interest",ChIJN1pbhO5yToYRQS2klVwZIk4,Pending Review
Farmers Market of Grapevine,"520 S Main St #203, Grapevine, TX 76051, USA",32.9361282,-97.07862279999999,http://www.farmersmarketofgrapevine.com/,"establishment, food, grocery_or_supermarket, health, point_of_interest, store",ChIJZQNGozsrTIYRCqt4glqInYM,Pending Review
Mansfield Farm and Cottage Market,"703 E Broad St, Mansfield, TX 76063, USA",32.5649508,-97.1347178,http://www.mtxfcm.com/,"establishment, point_of_interest",ChIJV5CA_YthToYRrHwx2FAEeMM,Pending Review
Fort Worth Public Market,"1400 Henderson St, Fort Worth, TX 76102, USA",32.7446173,-97.3380689,https://www.fortworthpublicmarket.com/,"bar, cafe, establishment, food, point_of_interest, restaurant",ChIJ2Q9iGCRxToYRKHxbPAsx69M,Pending Review
The Cedar Market Ranch,"2434 S Harwood St, Dallas, TX 75215, USA",32.7683924,-96.77982329999999,http://www.thecedarmarketranch.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJ9YuRq2mZToYRuLnANkPP3Kg,Pending Review
The Flower Market On 7th,"2733 W 7th St, Fort Worth, TX 76107, USA",32.7506748,-97.35612449999999,http://www.theflowermarketon7th.com/,"establishment, florist, point_of_interest, store",ChIJT8TwpuBzToYRDx7ccLQqvps,Pending Review
Farmer's Market Precut,"2557 NE 33rd St, Fort Worth, TX 76111, USA",32.805571,-97.31402089999999,Not listed,"establishment, point_of_interest",ChIJYUTUeeR2ToYRUkVkxaQpGMI,Pending Review
Cowtown Farmers Market,"8901 Clifford St, White Settlement, TX 76108, USA",32.7645369,-97.47094279999999,http://www.cowtownmarket.com/,"establishment, point_of_interest",ChIJ-fchbSwNToYRLS6vhEm-v_8,Pending Review
Henderson Street Flea Market,"1000 N Henderson St, Fort Worth, TX 76107, USA",32.7636596,-97.34791949999999,Not listed,"establishment, point_of_interest",ChIJkV6OFVdxToYRXtcvXNNa888,Pending Review
The Cross Timbers Demonstration Garden,"631-799 Ranch House Rd, Willow Park, TX 76087, USA",32.7446805,-97.6368088,Not listed,"establishment, point_of_interest",ChIJgauPM8MFToYRcjjWZNqGKw8,Pending Review
River Ranch Stockyards,"500 NE 23rd St, Fort Worth, TX 76164, USA",32.785455,-97.34358,http://www.riverranchstockyards.com/,"establishment, point_of_interest",ChIJlwMxgqV2ToYRi8mV1Bfvlp8,Pending Review
The Harden at Public Market,"1440 Henderson St, Fort Worth, TX 76102, USA",32.7441936,-97.33823079999999,https://thehardenatpublicmarket.com/,"establishment, point_of_interest, real_estate_agency",ChIJ64D1OhxxToYRUuAGVJ3t_Yc,Pending Review
Nativo Gardens,"1701 White Settlement Rd, Fort Worth, TX 76107, USA",32.75867,-97.34429019999999,http://www.nativotx.com/,"establishment, general_contractor, point_of_interest, store",ChIJHy5tu6C4uScRFk-EilJPTiI,Pending Review
Abundant Harvest Hydroponics & Organics,"3101 Avenue E, Arlington, TX 76011, USA",32.7571817,-97.05211290000001,http://www.abhydro.com/,"establishment, point_of_interest, store",ChIJJ-LSKgOHToYRsyQ6k9vLiLE,Pending Review
Hort Americas - Wholesale Hydroponic Farming Supply Company in Dallas,"2801 Renee St, Bedford, TX 76021, USA",32.851105,-97.10090799999999,http://hortamericas.com/,"establishment, food, point_of_interest",ChIJ1Qx59tx_ToYR4gLp_420YQM,Pending Review
Caged Tomato,"2732 Shamrock Ave #108, Fort Worth, TX 76107, USA",32.7633454,-97.3560025,http://www.cagedtomato.com/,"establishment, point_of_interest, store",ChIJ91rUlfxzToYRA8Jv5sgV9F8,Pending Review
Aledo River Valley Farms,"411 Koldin Dr, Annetta South, TX 76008, USA",32.6716035,-97.611104,Not listed,"establishment, point_of_interest",ChIJIbK3UY0PToYRAdaw9E7FfZo,Pending Review
"Texas Green Star, LLC","4122 Cowling Rd, Sanger, TX 76266, USA",33.3213005,-97.1735839,http://www.texasgreenstar.com/,"establishment, point_of_interest",ChIJJV98t2-zTYYRu1SyCH40mD4,Pending Review
Green Phoenix Farms,"900 N Walnut Creek Dr, Mansfield, TX 76063, USA",32.5773172,-97.13210989999999,Not listed,"establishment, point_of_interest",ChIJAQCQyKZhToYRCaAaXH47LWw,Pending Review
"Bumper Crop Farms Country Store/ H2O Water Works, Inc.","6599 FM 1886, Azle, TX 76020, USA",32.8289892,-97.6241123,Not listed,"establishment, point_of_interest",ChIJUz79vegHToYRKOv4gRqTNNw,Pending Review
Timberview Farmstead,"4274 Timberview Dr, Fort Worth, TX 76140, USA",32.6272985,-97.2538744,https://timberviewfarmstead.com/,"establishment, point_of_interest",ChIJx4GSMu5lToYRnRIqii1H1GQ,Pending Review
BFF Agriculture,"6700 Co Rd 239, Terrell, TX 75160, USA",32.7621535,-96.3587934,http://breedenfreshfarms.com/,"establishment, point_of_interest",ChIJ302REfhTSYYRMPKOEOwZO7Y,Pending Review
Grow Plant Shop,"4800 Camp Bowie Blvd, Fort Worth, TX 76107, USA",32.7389852,-97.391517,http://www.growplantshop.com/,"establishment, point_of_interest",ChIJZbY3UgNxToYRqeZFfyxujiM,Pending Review
Moreno Plant Farms,"7297 Remington Rd, Mansfield, TX 76063, USA",32.5680175,-97.18290909999999,Not listed,"establishment, point_of_interest, store",ChIJAbpO1YlnToYR-MDmVwiRtGw,Pending Review
Texas Greenhouse Co,"812 E Northside Dr, Fort Worth, TX 76102, USA",32.7778537,-97.33841869999999,http://www.texasgreenhouse.com/,"establishment, food, point_of_interest",ChIJXwGOU7J2ToYRIlqBFfjCz5k,Pending Review
Green's Produce and Plants,"3001 W Arkansas Ln, Arlington, TX 76016, USA",32.7072367,-97.1547607,https://greensproduce.com/,"establishment, food, general_contractor, grocery_or_supermarket, point_of_interest, store",ChIJW0HSzMd8ToYR0Y8yFT6qEdM,Pending Review
The Greenhouse at Timberview Farmstead,"Fort Worth, TX 76140, USA",32.6296919,-97.2563182,Not listed,"establishment, point_of_interest",ChIJgdqTAgBlToYRZASqHrtwEAc,Pending Review
The Flower Ranch,"901 S Pearson Ln, Keller, TX 76248, USA",32.9277778,-97.20277779999999,http://www.theflowerranch.com/,"establishment, food, point_of_interest, store",ChIJI1CxgPLWTYYRB1LmK3WzWuk,Pending Review
Claytonhill Greenhouse Co LLC,"1927 Golden Heights Rd Ste 410, Fort Worth, TX 76177, USA",32.9341915,-97.33107779999999,https://www.claytonhill.com/,"establishment, general_contractor, point_of_interest",ChIJscO5UbrZTYYRojY1EtbstBU,Pending Review
Claytonhill Greenhouse,"1045 Falcon Creek Dr, Kennedale, TX 76060, USA",32.6354804,-97.1950706,http://www.claytonhill.com/,"establishment, food, point_of_interest",ChIJcZVHTm9kToYRJdQJX1RoRoQ,Pending Review
Fifth Avenue Greenhouses Inc.,"1615 5th Ave, Fort Worth, TX 76104, USA",32.7272605,-97.3387527,http://www.fagreenhouses.com/,"establishment, point_of_interest",ChIJT5xnDp1xToYRsbzef8dBff4,Pending Review
"Weston Gardens In Bloom, Inc","8101 Anglin Dr, Fort Worth, TX 76140, USA",32.6363159,-97.2521431,http://www.westongardens.com/,"establishment, general_contractor, point_of_interest, store",ChIJraXRrptlToYRHMym2LiQ2X8,Pending Review
Village Farm,"2901 Northern Cross Blvd #121, Fort Worth, TX 76137, USA",32.836599,-97.30680199999999,Not listed,"establishment, point_of_interest",ChIJu7I3abN3ToYRlmMTgCO4dDQ,Pending Review
Doan's Nursery Inc,"622 S Belt Line Rd, Irving, TX 75060, USA",32.8081459,-96.9936159,https://doans-nursery.com/,"establishment, point_of_interest",ChIJ8R-qBe-DToYRP8d9GBzbjQE,Pending Review
The Flower Ranch,"196 Co Rd 4925, Haslet, TX 76052, USA",33.0223183,-97.44160029999999,http://www.theflowerranch.com/,"establishment, food, point_of_interest, store",ChIJk3r-HPfnTYYRyL8DFr8fLKw,Pending Review
Leno's Plant Farm,"1573 Newt Patterson Rd, Mansfield, TX 76063, USA",32.5745108,-97.1681038,http://www.facebook.com/Lenos-Plant-Farm-1485149305125972/?hc_ref=SEARCH,"establishment, point_of_interest",ChIJTy3VdDphToYR2cbM4gqgr2s,Pending Review
Archie's Gardenland,"6700 Z Boaz Pl, Fort Worth, TX 76116, USA",32.723012,-97.43278939999999,http://www.archiesgardenland.com/,"establishment, food, furniture_store, general_contractor, home_goods_store, point_of_interest, store",ChIJXcFF4NVyToYRg9bLGkS-Upw,Pending Review
Texas Home & Garden,"463 N Broadway St, Joshua, TX 76058, USA",32.4773251,-97.3815297,Not listed,"establishment, general_contractor, home_goods_store, point_of_interest, store",ChIJhXN5jeF0ToYR_w-xXe6RYvc,Pending Review
Fort Worth Farm Company,"8200 Boat Club Rd, Fort Worth, TX 76179, USA",32.874701,-97.4245849,http://fortworthfarm.com/,"establishment, point_of_interest",ChIJN6JSpqHfTYYRkWhxSTSUVhA,Pending Review
Hare's Nursery,"3200 W Division St, Arlington, TX 76012, USA",32.733971,-97.16152009999999,https://www.facebook.com/people/Hares-Nursery/100063901216536/,"establishment, point_of_interest",ChIJa8J3Cox8ToYR3s7WsDOtDzM,Pending Review
Tropical Greenery,"7421 Blvd 26, North Richland Hills, TX 76180, USA",32.8273795,-97.2239111,https://tropicalgreenery.com/,"establishment, food, point_of_interest, store",ChIJtzCcveN4ToYRKLjFr1gJm6Y,Pending Review
Rolke Greenhouses,"1908 S Hampton Rd, Glenn Heights, TX 75154, USA",32.5545143,-96.8561534,http://www.rolkegreenhouses.com/,"establishment, food, general_contractor, point_of_interest, store",ChIJmxA3mWqTToYRzYJZW5avcNo,Pending Review
DFW Vertical Farms LLC ( LVLUP MICRO),"7800 Windrose Ave. #200, Plano, TX 75024, USA",33.083161,-96.8258615,https://www.lvlupmicro.com/,"establishment, point_of_interest",ChIJsfs-tcc9TIYRuXCcFbaLg1s,Pending Review
Boterna Vertical Farms,"1512 I-35W Ste #108, Denton, TX 76207, USA",33.1985646,-97.16826510000001,http://www.boterna.com/,"establishment, point_of_interest",ChIJeQq1sarLTYYRjavIXeSiIk8,Pending Review
Texas Vertical Farming,"116 Randy Rd, Waxahachie, TX 75165, USA",32.4774247,-96.80255129999999,Not listed,"establishment, point_of_interest",ChIJI4K3aqDrToYR9Pling03mQI,Pending Review
Petting Barn at Fort Worth Zoo,"1989 Colonial Pkwy, Fort Worth, TX 76109, USA",32.7181854,-97.3538665,http://www.fortworthzoo.org/,"establishment, point_of_interest, zoo",ChIJN5fnYChyToYRQuWyIuncIYw,Pending Review
Nash Farm,"626 Ball St, Grapevine, TX 76051, USA",32.9343836,-97.0856824,http://www.nashfarm.org/,"establishment, point_of_interest",ChIJ46rrJi4rTIYR3jEYk1ZjK_M,Pending Review
Howell Family Farms,"4016 W Division St, Arlington, TX 76012, USA",32.7306346,-97.1726223,http://www.howellfamilyfarms.com/,"establishment, point_of_interest",ChIJJStsDYR8ToYRRAYo6hrfvZs,Pending Review
The Dunham Farm / Dunham Farm Wildlife Park / Petting Zoo,"By Appointment Only, 3501 FM1187, Burleson, TX 76028, USA",32.580189,-97.28509679999999,https://thedunhamfarm.com/,"establishment, food, park, point_of_interest, zoo",ChIJaRbhVL9oToYR8_NlGrlz1x8,Pending Review
"Hope Farm, Inc.","865 E Ramsey Ave, Fort Worth, TX 76104, USA",32.7176475,-97.31954189999999,http://www.hopefarm.org/,"establishment, point_of_interest",ChIJ6esddbBxToYRHe_wZgv8NIk,Pending Review
Conundrum Farms,"5544 Rocky Creek Park Rd, Crowley, TX 76036, USA",32.605429,-97.4454609,https://www.conundrumfarms.com/,"establishment, point_of_interest",ChIJC5jBL_4TToYRNHCvRNV8KDU,Pending Review
"Country Critters Farm, LLC","3709 County Rd 617, Alvarado, TX 76009, USA",32.503525,-97.1390716,http://countrycrittersfarm.com/,"establishment, point_of_interest",ChIJr1RHXTJeToYRDBVOOvi9wM0,Pending Review
Little Dub Farm,"4901 Kelly Rd, Fort Worth, TX 76126, USA",32.6086148,-97.5757198,https://littledubfarm.as.me/,"establishment, point_of_interest, school",ChIJQajaLuQQToYR2wWPVRwjGLs,Pending Review
Powells Family Farm,"8477 Retta Mansfield Rd, Mansfield, TX 76063, USA",32.562376,-97.17806379999999,Not listed,"establishment, point_of_interest",ChIJyz1aOSthToYRSgWXmfUvTx8,Pending Review
Hidden Lake Farm,"1201 Broome Rd, Bartonville, TX 76226, USA",33.0696022,-97.1386241,http://www.hiddenlakefarm.net/,"establishment, point_of_interest",ChIJP9QSyZzNTYYRVPBid26S4vY,Pending Review
Talise Microgreens LLC,"17811 Davenport Rd suite 52, Dallas, TX 75252, USA",32.9916954,-96.7947044,Not listed,"establishment, point_of_interest",ChIJG_SzingjTIYRtde756JMl9E,Pending Review
Stone's Throw Farm Co,"9560 Crowley Plover Rd, Fort Worth, TX 76126, USA",32.6155621,-97.5321494,http://stonesthrowfarmco.org/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJUbd0UwURToYRtSQN-xRFCUw,Pending Review
Pure Water Microgreens,"114 Jeremy Ln, Paradise, TX 76073, USA",33.0414865,-97.74548519999999,Not listed,"establishment, point_of_interest",ChIJf3EkW2j3TYYRdOr0YI1Cvd0,Pending Review
Lean and Clean Microgreens,"200 Rocky Pine Rd, McKinney, TX 75070, USA",33.2020117,-96.75991739999999,Not listed,"establishment, point_of_interest",ChIJLejUJFM_TIYRr945HKHKZ2s,Pending Review
OHM Microgreens,"5931 Greenville Ave PMB 3054, Dallas, TX 75206, USA",32.8578397,-96.76891549999999,https://ohmmicrogreens.com/,"establishment, point_of_interest",ChIJn1qHJmqfToYRfSBGcZ6MFGk,Pending Review
DFW Organic Growing,"13425 US-287, Fort Worth, TX 76179, USA",32.9731589,-97.42341259999999,https://dfworganicgrowing.com/,"establishment, point_of_interest, store",ChIJmyefWY_dTYYRHQb5Yn3_C9w,Pending Review
Vital Greens,"4901 Chaps Ave, Fort Worth, TX 76244, USA",32.9017862,-97.28066319999999,https://www.vitalgreenstx.com/contact-us,"establishment, point_of_interest",ChIJwacvujDYTYYR1I1MBROFeeU,Pending Review
Rufe Snow Farmers Market,"6871 Rufe Snow Dr, Fort Worth, TX 76148, USA",32.8745858,-97.23845449999999,https://www.facebook.com/RufeSnowFarmersMarketTX/,"establishment, point_of_interest",ChIJUcoqU9nXTYYReklh_B8GtNM,Pending Review
L'Cajn Farm,"266 Old Chisholm Trail, Rhome, TX 76078, USA",33.0948905,-97.42465670000001,https://www.lcajnfarm.com/,"establishment, point_of_interest",ChIJn7FQvG7CTYYRECHrZAveWmc,Pending Review
Bonton Farms Extension,"12400 Ravenview Rd, Dallas, TX 75253, USA",32.694169,-96.603067,http://www.bontonfarms.org/,"establishment, point_of_interest",ChIJg91ZoOy6ToYRO4ne1iLt44A,Pending Review
Walnut Creek Farm Texas,"6521 Asher Rd, Alvarado, TX 76009, USA",32.4473128,-97.2410603,https://www.walnutcreekfarmtexas.com/,"establishment, point_of_interest",ChIJNyJFLpdpToYRlSR1IEde7fk,Pending Review
Pastured Steps Family Farm,"1505 Indian Creek Dr, Midlothian, TX 76065, USA",32.4061705,-97.00998779999999,http://www.pasturedsteps.com/,"establishment, point_of_interest",ChIJdWdUgsT3ToYRqgOvnMRMhkc,Pending Review
Eden's Organic Garden Center & CSA Farm,"4710 Pioneer Rd, Balch Springs, TX 75180, USA",32.7058244,-96.6053968,http://www.edensorganicgardencenter.com/,"establishment, point_of_interest, store",ChIJ45xm7cC6ToYRjG_NnSXH-Fs,Pending Review
Coppell Farmers Market,"768 W Main St, Coppell, TX 75019, USA",32.952644,-97.0066889,http://www.coppellfarmersmarket.org/,"establishment, point_of_interest",ChIJC41v6l8pTIYRgGeg3iIqXoE,Pending Review
Mars Hill Farm,"1604 Mars Rd, Ferris, TX 75125, USA",32.5880891,-96.64260469999999,http://www.marshillfarm.com/,"establishment, point_of_interest",ChIJFep8-N25ToYRpMVbm_1nTnI,Pending Review
Red Moon Farm,"1484 VZ County Rd 1505, Van, TX 75790, USA",32.5530912,-95.6431254,http://redmoonfarmtx.com/,"establishment, point_of_interest",ChIJvwfSdymiSYYRrB7i8DcziCg,Pending Review
Sapling Farms,"3394 Co Rd 200, Sanger, TX 76266, USA",33.4267706,-97.18071580000002,https://www.saplingfarms.com/contact-us,"establishment, point_of_interest",ChIJ80IsJwquTYYRkuP8WPbGjG4,Pending Review
Rosemont Farms,"8125 Western Hills Blvd, Fort Worth, TX 76108, USA",32.7403919,-97.4591938,Not listed,"establishment, point_of_interest",ChIJF2P8osEMToYRjQs8EwLx16U,Pending Review
Camellia Farm Flora,"410 W 7th St Ste 3, Fort Worth, TX 76102, USA",32.7513637,-97.33295389999999,https://camelliafarmflora.com/,"establishment, florist, point_of_interest, store",ChIJhehrANdxToYRr7jthZ0xPeU,Pending Review
"Painted Flower Farm, Inc.","3801 Lariat Rd, Denton, TX 76207, USA",33.2326188,-97.1847597,http://paintedflowerfarm.com/,"establishment, point_of_interest",ChIJpT2rEAK2TYYR5DtI69Yl3vs,Pending Review
Falcon Farms Inc,"1075 S Belt Line Rd Ste 100, Coppell, TX 75019, USA",32.9463078,-96.99404539999999,https://falconfarms.com/,"establishment, florist, point_of_interest, store",ChIJTRAsK8mgToYRY7KmGd83zhg,Pending Review
B. Blumen Flower Farm,"7901 Stephenson Rd, Godley, TX 76044, USA",32.3919615,-97.6127367,http://bblumenflowerfarm.com/,"establishment, florist, point_of_interest, store",ChIJudgdmPBdToYRF2m1Q_d-mVM,Pending Review
Harvest Moon Flower Farm,"2442 Preskitt Rd, Decatur, TX 76234, USA",33.211919,-97.63566499999999,https://cutflowersharvestmoonfarm.com/,"establishment, point_of_interest",ChIJx6tgEqmNTYYRF93H3sKmGos,Pending Review
Abundant Flower Farm,"8470 W FM 545, Blue Ridge, TX 75424, USA",33.2976934,-96.4555049,http://www.abundantflowerfarm.com/,"establishment, florist, food, point_of_interest, store",ChIJpZ0x_d91TIYRuJIZExAVkNs,Pending Review
Green Valley Gardens,"3598 Warschun Rd, Aubrey, TX 76227, USA",33.2982012,-97.0946276,http://gvgntx.com/,"establishment, point_of_interest",ChIJ2Z6Co5NLTIYRO7JbqYEz6Bk,Pending Review
S&S Flower Farm,"3900 Old Dennis Rd, Weatherford, TX 76087, USA",32.6922971,-97.85646179999999,http://ss-flower-farm.com/,"establishment, point_of_interest",ChIJIymb7uH9UYYRdGNH-2VDfvU,Pending Review
East Texas Flower Farm,"860 Beall Mountain Rd formerly, 321 Beall Mountain Rd, Longview, TX 75604, USA",32.58139,-94.857738,Not listed,"establishment, food, point_of_interest, store",ChIJ-8N078Q9NoYR8kX3AMf7H0U,Pending Review
Sanderson Creek Bonsai,"1634 Stella St, Fort Worth, TX 76104, USA",32.7408975,-97.30493349999999,http://sandersonbonsai.com/,"establishment, point_of_interest",ChIJe0HU6fxwToYRvAODZ3ScyQk,Pending Review
Lone Star Flower Farm LLC,"124 County Rd 4507, De Kalb, TX 75559, USA",33.3628637,-94.68210719999999,http://lonestarflowerfarm.com/,"establishment, point_of_interest",ChIJq6pBR3e_NYYR2osFYCE-dWg,Pending Review
Urban Plantology,"308 Main St, Fort Worth, TX 76102, USA",32.7554074,-97.3319444,https://www.instagram.com/urban_plantology/,"establishment, point_of_interest",ChIJX4pBbtRxToYR_76SW15sxk4,Pending Review
Arnosky Family Farm & Market,"13977 Farm to Market Rd 2325, Blanco, TX 78606, USA",30.112897,-98.304395,https://www.instagram.com/arnoskyfamilyfarms/,"establishment, point_of_interest",ChIJ9bIjmtlvW4YRQFUPGMMDeuk,Pending Review
Orand Nursery,"1950 Roberts Cut Off Rd, Fort Worth, TX 76114, USA",32.7898199,-97.4001634,http://www.orandnursery.com/,"establishment, general_contractor, point_of_interest",ChIJ011TgIt0ToYRMLdtxPKOKbY,Pending Review
Gordon Boswell Flowers,"1226 Pennsylvania Ave, Fort Worth, TX 76104, USA",32.7388723,-97.3390924,https://www.gordonboswell.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"establishment, florist, home_goods_store, point_of_interest, store",ChIJ7zudOHBxToYRtTpi6ZgaNlo,Pending Review
Backyard Vegetable Garden,"3220 Botanic Garden Blvd, Fort Worth, TX 76107, USA",32.7340933,-97.36639799999999,https://www.fwbg.org/gardens#/the-backyard-vegetable-garden,"establishment, point_of_interest",ChIJaSh2ls5zToYR8qNUQ_ZxiL4,Pending Review
South Prairie Farm,"4405 Sharpsburg Dr, Grand Prairie, TX 75052, USA",32.6657085,-97.02052599999999,http://www.southprairiefarm.com/,"establishment, point_of_interest",ChIJ1y4RAOKJToYRy0rMSIqhDpA,Pending Review
Nana's Pacas Alpaca Ranch,"6504 Orchard Dr, Flower Mound, TX 75022, USA",33.0204413,-97.133202,http://www.nanas-pacas.com/,"establishment, point_of_interest",ChIJaZXazPnSTYYRhynxBkpIDt4,Pending Review
Cattle Barn Flea Market,"4443 River Oaks Blvd, Fort Worth, TX 76114, USA",32.7822525,-97.3868524,http://thecattlebarnfleamarket.com/,"establishment, point_of_interest",ChIJdww1MIx1ToYRoRxGh0FYAXM,Pending Review
Fort Worth Petting Zoo,"157 E Exchange Ave, Fort Worth, TX 76164, USA",32.7891279,-97.34493189999999,http://fortworthstockyardsstables.com/,"establishment, point_of_interest, zoo",ChIJeRnWQ6R2ToYRQrHLzTrOT1Q,Pending Review
Bay Yard Farms,"879 Jeter Rd E, Argyle, TX 76226, USA",33.0770096,-97.14408309999999,http://www.bayyard.com/,"establishment, point_of_interest",ChIJOU1tnKLNTYYR6hetfs34JMQ,Pending Review
Egg Farm Road,"Egg Farm Rd, Fort Worth, TX 76244, USA",32.9432884,-97.2578756,Not listed,route,ChIJwWCkulvXTYYRmucihj6c1Lk,Pending Review
Hive Riot Honey Company,"8910 Indian Knoll Trail, Keller, TX 76248, USA",32.9142299,-97.20140850000001,http://www.hiveriothoney.com/,"establishment, point_of_interest",ChIJ923XOovXTYYRvSjmcxZ770E,Pending Review
"Nottingham Bees, LLC","2566 Sunnyvale Rd, Grand Prairie, TX 75050, USA",32.7805243,-97.04503009999999,http://nottinghambees.com/,"establishment, point_of_interest, tourist_attraction",ChIJH6_wSNeGToYR5dcLEQFdiRk,Pending Review
Heavenly Honey,"3801 Glade Rd, Colleyville, TX 76034, USA",32.8815838,-97.1084869,http://www.sfantamaria-dallas.org/,"establishment, point_of_interest",ChIJZ6tTVgB5ToYRpnJtCF9M0iY,Pending Review
Ten Box Bees,"7109 Cabot Estates Dr, Mansfield, TX 76063, USA",32.5710859,-97.2072609,https://tenboxbees.com/,"establishment, point_of_interest",ChIJGzEPD6RnToYRgmOLmgeFRQQ,Pending Review
Bee Sweet Honey,"105 PR 3255, Paradise, TX 76073, USA",33.158519,-97.67912799999999,https://beesweethoneytx.com/,"establishment, point_of_interest",ChIJG10556rzTYYRmYZueWwsd-M,Pending Review
Texas hemp and honey LLC.,"1560 County Rd 607, Alvarado, TX 76009, USA",32.4383618,-97.1825829,http://www.texashempandhoney.com/,"establishment, point_of_interest, store",ChIJn8VmDbBdToYRlLxzR4lYSz4,Pending Review
Hidden Honey Farm,"7241 FM 1387, Waxahachie, TX 75167, USA",32.4884744,-96.9020426,Not listed,"establishment, point_of_interest",ChIJ3WIDiXTtToYRGUp4oQ0dfPA,Pending Review
Shel's Honeybees - Bee Removal & Rescue,"4401 LonStephenson Rd, Forest Hill, TX 76140, USA",32.6462481,-97.258206,https://www.shelshoneybees.com/,"establishment, point_of_interest",ChIJlxaKo7FlToYRFi7UqX6Z9z4,Pending Review
