Name,Address,Latitude,Longitude,Website,Google Categories,Place ID,Status
Nortex Wholesale Nursery Inc,"1300 W Brown St, Wylie, TX 75098, USA",33.01716690000001,-96.5559521,http://www.nortexgrows.com/,"establishment, food, point_of_interest",ChIJKysJn5UETIYRvZa-Tt4w0co,Pending Review
Green Acres Nursery & Supply,"1818 Central Expy, Melissa, TX 75454, USA",33.2732062,-96.59214639999999,https://idiggreenacres.com/,"establishment, furniture_store, home_goods_store, point_of_interest, store",ChIJBwt2kDVtTIYR_y3I2BhqRhg,Pending Review
North Haven Gardens,"7700 Northaven Rd, Dallas, TX 75230, USA",32.90013,-96.77556,https://www.nhg.com/,"establishment, point_of_interest, store",ChIJk-Y0CnQgTIYRIk80cUbLr7g,Pending Review
Green Valley Gardens,"3598 Warschun Rd, Aubrey, TX 76227, USA",33.2982012,-97.0946276,http://gvgntx.com/,"establishment, point_of_interest",ChIJ2Z6Co5NLTIYRO7JbqYEz6Bk,Pending Review
Calloway's Nursery,"2100 N Plano Rd, Richardson, TX 75082, USA",32.977328,-96.69900609999999,https://www.calloways.com/locations/richardson-garden-center/,"establishment, general_contractor, point_of_interest, store",ChIJ84YHidoeTIYRw4FrpjHG1j8,Pending Review
Calloway's Nursery,"2460 State Hwy 121, Plano, TX 75025, USA",33.12153,-96.738869,https://www.calloways.com/locations/plano-north-garden-center/,"establishment, point_of_interest, store",ChIJcYoBq9IXTIYRfrJJPlxqb-8,Pending Review
Standing Squirrel Gardens Plant Nursery,"3707 Elm Grove Rd, Rowlett, TX 75089, USA",32.955462,-96.52487169999999,Not listed,"establishment, point_of_interest",ChIJReGhgVsDTIYR177PCrcUagE,Pending Review
Covington's Nursery and Landscape,"5518 President George Bush Hwy, Rowlett, TX 75089, USA",32.909302,-96.55524899999999,http://www.covingtonnursery.com/,"establishment, general_contractor, point_of_interest, store",ChIJkQ-ZTZ4CTIYRbaAdsv2VrYQ,Pending Review
Rooted In,"12804 Pelzel Rd, Pilot Point, TX 76258, USA",33.3975176,-96.8753761,https://rootedin.com/,"establishment, general_contractor, point_of_interest, store",ChIJAfV0II1FTIYRzPfGWr25DTM,Pending Review
Phuong's Nursery & Home Decor,"4022 Broadway Blvd, Garland, TX 75043, USA",32.8647409,-96.60393409999999,http://phuongsnursery.com/,"establishment, point_of_interest",ChIJvUDAIrSnToYRQnl6xRhqkak,Pending Review
Calloway's Nursery,"1000 Preston Rd, Plano, TX 75093, USA",33.013966,-96.79427749999999,https://www.calloways.com/locations/preston-road-garden-center/,"establishment, point_of_interest, store",ChIJRwrrprMjTIYRiF5DmUh859Y,Pending Review
Green Acres Nursery & Supply,"2800 Ranch Trail, Irving, TX 75063, USA",32.9239542,-96.98435289999999,http://www.idiggreenacres.com/,"establishment, furniture_store, home_goods_store, point_of_interest, store",ChIJP8dF1LApTIYRQ7zgyhve7co,Pending Review
Homegrown Greenhouses,"2321 Executive Dr, Garland, TX 75041, USA",32.8889344,-96.6817379,https://remingtonsolar.com/greenhouse/,"establishment, food, point_of_interest",ChIJxRlyy9OhToYR_eUcYM5LP_Q,Pending Review
Cox Farms Nursery,"110 Azalea Ln, Duncanville, TX 75137, USA",32.6401328,-96.9077066,http://coxfarmsmarket.com/,"establishment, point_of_interest",ChIJ4ZgN3NCRToYR6BAc17fqj8g,Pending Review
Gotham Greens Seagoville,"800 Environmental Way, Seagoville, TX 75159, USA",32.6460278,-96.5635523,https://www.gothamgreens.com/,"establishment, food, point_of_interest",ChIJA24ItduxToYRq4cIV-6Kv8w,Pending Review
DFW Vertical Farms LLC ( LVLUP MICRO),"7800 Windrose Ave. #200, Plano, TX 75024, USA",33.083161,-96.8258615,https://www.lvlupmicro.com/,"establishment, point_of_interest",ChIJsfs-tcc9TIYRuXCcFbaLg1s,Pending Review
Blase Family Farm,"1232 E Fork Rd, Rockwall, TX 75087, USA",32.9427778,-96.4733333,https://www.blasefamilyfarm.com/,"establishment, point_of_interest",ChIJS1wbHJcBTIYRSMDVZUnxDgI,Pending Review
Callie's Garden - Farm Hub,"3735 FM1461, McKinney, TX 75071, USA",33.2559748,-96.6805402,Not listed,"establishment, point_of_interest",ChIJqcbJGP0VTIYRwXAEn9F10s8,Pending Review
Boterna Vertical Farms,"1512 I-35W Ste #108, Denton, TX 76207, USA",33.1985646,-97.16826510000001,http://www.boterna.com/,"establishment, point_of_interest",ChIJeQq1sarLTYYRjavIXeSiIk8,Pending Review
Collin County Farm Museum,"7117 Co Rd 166, McKinney, TX 75071, USA",33.2755416,-96.6813873,https://www.collincountytx.gov/Business-and-Living/Parks-and-Open-Spaces/Myers-Park/Farm-Museum,"establishment, museum, point_of_interest, tourist_attraction",ChIJT18QEUZrTIYRYTEug_9CE6A,Pending Review
Cathy's Critters,"7422 Co Rd 466, Princeton, TX 75407, USA",33.234416,-96.503992,http://www.cathyscritters.com/,"establishment, point_of_interest, travel_agency, zoo",ChIJtU-xY4UMTIYRWNlwlaxlNVE,Pending Review
Preston Trail Farms,"15102 TX-289 b, Gunter, TX 75058, USA",33.4151877,-96.7563292,http://www.prestontrailfarms.com/,"establishment, food, hardware_store, point_of_interest, store",ChIJez95HPFnTIYRoqWHTMPnVD4,Pending Review
Lean and Clean Microgreens,"200 Rocky Pine Rd, McKinney, TX 75070, USA",33.2020117,-96.75991739999999,Not listed,"establishment, point_of_interest",ChIJLejUJFM_TIYRr945HKHKZ2s,Pending Review
Paw Paw's Pickle Farm,"118 Fallbrook Dr, Murphy, TX 75094, USA",33.0076941,-96.61156439999999,http://www.pawpawspicklefarm.com/,"establishment, point_of_interest",ChIJN3HKPg0bTIYRAS1bOeZ9GA0,Pending Review
OHM Microgreens,"5931 Greenville Ave PMB 3054, Dallas, TX 75206, USA",32.8578397,-96.76891549999999,https://ohmmicrogreens.com/,"establishment, point_of_interest",ChIJn1qHJmqfToYRfSBGcZ6MFGk,Pending Review
VertAscent Fresh Microgreens,"3104 Briarwood Ln, Frisco, TX 75034, USA",33.1052777,-96.83393650000001,https://vertascentfresh.com/,"establishment, food, health, point_of_interest, store",ChIJxSTv6Kc9TIYRjsWMvKNKGWw,Pending Review
Georgia's Farmer's Market,"916 E 15th St, Plano, TX 75074, USA",33.0195431,-96.7021415,Not listed,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJR15abxwZTIYR84hGCkchrjI,Pending Review
"Trinity Smart Farms, LLC","8711 Ferndale Rd, Dallas, TX 75238, USA",32.8673599,-96.7114811,https://trinity-smart-farms.localline.ca/retail,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJDVoL_56hToYRjkPryZsyc1A,Pending Review
Frisco Fresh Market,"9215 John W. Elliott Dr, Frisco, TX 75033, USA",33.1546048,-96.830646,https://friscofreshmarket.com/,"establishment, point_of_interest",ChIJn5TQq-k8TIYRBOdp94Clf8E,Pending Review
Historic McKinney Farmers Market at Chestnut Square,"315 S Chestnut St, McKinney, TX 75069, USA",33.1945202,-96.61324979999999,https://www.chestnutsquare.org/farmers-market-mckinney/,"establishment, point_of_interest",ChIJiVS8tDcSTIYRFJAQFHRLbKY,Pending Review
AscensionGreens,"1400 Moccassin Trail, Lewisville, TX 75077, USA",33.0731346,-97.0345531,https://ascensiongreens.com/,"establishment, point_of_interest",ChIJbQ5ZRxAzTIYRVhhwNKrkiKc,Pending Review
Lavon Farms,"3721 Jupiter Rd, Plano, TX 75074, USA",33.0480987,-96.6829357,http://www.lavonfarms.com/,"establishment, point_of_interest",ChIJ0Yo8DJcZTIYR_aiFsfUFTCg,Pending Review
Bonton Farms Extension,"12400 Ravenview Rd, Dallas, TX 75253, USA",32.694169,-96.603067,http://www.bontonfarms.org/,"establishment, point_of_interest",ChIJg91ZoOy6ToYRO4ne1iLt44A,Pending Review
Good Earth Organic Farm,"8571 FM272, Celeste, TX 75423, USA",33.3593532,-96.1568444,https://goodearthorganicfarm.com/,"establishment, point_of_interest",ChIJYxwCo_aTS4YR5gM0mhpAMuI,Pending Review
Eden's Organic Garden Center & CSA Farm,"4710 Pioneer Rd, Balch Springs, TX 75180, USA",32.7058244,-96.6053968,http://www.edensorganicgardencenter.com/,"establishment, point_of_interest, store",ChIJ45xm7cC6ToYRjG_NnSXH-Fs,Pending Review
Gardner Brother Farms,"2636 Walnut Hill Ln, Dallas, TX 75220, USA",32.8792981,-96.8890047,Not listed,"establishment, point_of_interest",ChIJez7OWr-YToYRxegAA6upHTs,Pending Review
Local Yocal Farm to Market,"213 N Tennessee St, McKinney, TX 75069, USA",33.198547,-96.61522099999999,http://www.localyocalfarmtomarket.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJmVwReUkSTIYRyq6MQCZ-5_I,Pending Review
Reeves Family Farm Store,"3577 FM1377, Princeton, TX 75407, USA",33.1956318,-96.4532899,https://www.reevesfamilyfarm.com/?fbclid=IwZXh0bgNhZW0CMTEAAR3ldDdl0kILZwbLU_jZiiqgD_2RHBvnbGs4azCU4IluwL3dDTXAcxjw96I_aem_QrQSfJBgQwYKE9kyS9Nsyg,"establishment, food, point_of_interest, store",ChIJTw2z5NYLTIYRVnIy8O9VKRw,Pending Review
Coppell Farmers Market,"768 W Main St, Coppell, TX 75019, USA",32.952644,-97.0066889,http://www.coppellfarmersmarket.org/,"establishment, point_of_interest",ChIJC41v6l8pTIYRgGeg3iIqXoE,Pending Review
Fieldsong Farm,"1111 Snider Ln, Allen, TX 75002, USA",33.104803,-96.5597437,https://www.facebook.com/fieldsong/,"establishment, point_of_interest",ChIJ9QafGwAPTIYRRZgh2CQTDm0,Pending Review
Keeper Flower Farm,"270 Winningkoff Rd, Lucas, TX 75002, USA",33.0891602,-96.5680997,http://www.keeperflowerfarm.com/,"establishment, point_of_interest",ChIJ-9EeN8APTIYRoL3HHeOlacg,Pending Review
Abundant Flower Farm,"8470 W FM 545, Blue Ridge, TX 75424, USA",33.2976934,-96.4555049,http://www.abundantflowerfarm.com/,"establishment, florist, food, point_of_interest, store",ChIJpZ0x_d91TIYRuJIZExAVkNs,Pending Review
Paper Bird Flower Farm,"5003 Co Rd 644, Farmersville, TX 75442, USA",33.083478,-96.32253399999999,https://www.paperbirdflowerfarm.com/,"establishment, point_of_interest",ChIJe5dFuLn7S4YR-4sBylxs0uY,Pending Review
Flori Kulture Gardens,"5969 Texas Trl, McKinney, TX 75071, USA",33.2615718,-96.7211815,https://www.florikulture.com/,"cafe, establishment, food, point_of_interest, store",ChIJDaXx3jhrTIYR5LvIbSrlsP8,Pending Review
Freshly Cut Stems - Van Alstyne,"283 W Van Alstyne Pkwy, Van Alstyne, TX 75495, USA",33.4222928,-96.580218,http://www.freshlycutstems.com/,"establishment, florist, food, point_of_interest, store",ChIJlR668OBvTIYRFdMLQ0zldpg,Pending Review
Taylor Specialty Farms,"9985 Co Rd 493, Princeton, TX 75407, USA",33.1912188,-96.46698459999999,https://dryscaping.com/,"establishment, point_of_interest",ChIJQQQOkV0LTIYRoEedtSnW01o,Pending Review
"Painted Flower Farm, Inc.","3801 Lariat Rd, Denton, TX 76207, USA",33.2326188,-97.1847597,http://paintedflowerfarm.com/,"establishment, point_of_interest",ChIJpT2rEAK2TYYR5DtI69Yl3vs,Pending Review
Falcon Farms Inc,"1075 S Belt Line Rd Ste 100, Coppell, TX 75019, USA",32.9463078,-96.99404539999999,https://falconfarms.com/,"establishment, florist, point_of_interest, store",ChIJTRAsK8mgToYRY7KmGd83zhg,Pending Review
The Little Sunflower farm,"258 County Rd 4641, Trenton, TX 75490, USA",33.4396215,-96.27168329999999,https://www.facebook.com/profile.php?id=100092190876804&mibextid=LQQJ4d,"establishment, point_of_interest",ChIJZdKJvPWPS4YRSdVz_9qr6ZA,Pending Review
The Flower Ranch,"901 S Pearson Ln, Keller, TX 76248, USA",32.9277778,-97.20277779999999,http://www.theflowerranch.com/,"establishment, food, point_of_interest, store",ChIJI1CxgPLWTYYRB1LmK3WzWuk,Pending Review
Heliotrope Flower Farm,"937 Co Rd 5075, Leonard, TX 75452, USA",33.3574924,-96.23855909999999,https://www.heliotropeflowerfarm.com/,"establishment, food, point_of_interest",ChIJsSVVCjeNS4YRVCjakA_iXsw,Pending Review
PolkaDotted Farm,"10993 Wild Rose Ln, Anna, TX 75409, USA",33.3337872,-96.493039,http://www.polkadottedfarm.com/,"establishment, point_of_interest",ChIJYaNqEgZ1TIYRRNwW0hXbvqw,Pending Review
Lone Star Flower Farm LLC,"124 County Rd 4507, De Kalb, TX 75559, USA",33.3628637,-94.68210719999999,http://lonestarflowerfarm.com/,"establishment, point_of_interest",ChIJq6pBR3e_NYYR2osFYCE-dWg,Pending Review
East Texas Flower Farm,"860 Beall Mountain Rd formerly, 321 Beall Mountain Rd, Longview, TX 75604, USA",32.58139,-94.857738,Not listed,"establishment, food, point_of_interest, store",ChIJ-8N078Q9NoYR8kX3AMf7H0U,Pending Review
Abundant Floral Studio,"8470 FM545, Blue Ridge, TX 75424, USA",33.297693,-96.455505,https://www.abundantflowershop.com/,"establishment, florist, point_of_interest, store",ChIJkRr2Kp6KS4YRMU4mrE92jXA,Pending Review
Dr Delphinium Designs & Events,"5806 W Lovers Ln, Dallas, TX 75225, USA",32.8509831,-96.812794,http://www.drdelphinium.com/,"establishment, florist, food, point_of_interest, store",ChIJ6Z5jzl-eToYRQR79RtlqrdY,Pending Review
Calloway's Nursery,"7600 Greenville Ave, Dallas, TX 75231, USA",32.8865136,-96.75746409999999,https://www.calloways.com/locations/dallas-garden-center/,"establishment, point_of_interest, store",ChIJ2RpP-fGfToYRnHzO9o9P2KU,Pending Review
Kelly Family Farms,"1989 W Lucas Rd, Parker, TX 75002, USA",33.0853099,-96.6075709,http://kellyfamilyfarms.com/,"establishment, food, point_of_interest, restaurant",ChIJd3wBincQTIYRBILP0llPeuY,Pending Review
Montserrado Farm and Ranch,"508 East Fork Rd, Sunnyvale, TX 75182, USA",32.8218913,-96.54768759999999,Not listed,"establishment, point_of_interest",ChIJi02oF_mpToYRp4T1pukiA0A,Pending Review
White House Black Egg Market,"Copeland Pl, Pilot Point, TX 76258, USA",33.3374412,-96.9423154,Not listed,"establishment, point_of_interest",ChIJo94DeclPTIYRynCOx2jt3vE,Pending Review
Hullabaloo Farms,"6593 Co Rd 2524, Royse City, TX 75189, USA",32.9601801,-96.22120369999999,https://hullabaloofarms.com/,"establishment, point_of_interest",ChIJrXQ8BBXjS4YRH7v-MZXGsaw,Pending Review
Cedar Ridge Egg Farm,"12575 Farm Rd 269 S, Pickton, TX 75471, USA",32.99514,-95.3895337,http://www.cedarridgeeggs.com/,"establishment, food, point_of_interest",ChIJkU_gsGsfSoYRU6Tzru4tVEU,Pending Review
Fate6Farm,"1005 Greenbriar Rd, Fate, TX 75189, USA",32.9332094,-96.3699166,Not listed,"establishment, point_of_interest",ChIJuUqbgz__S4YRqBLPGfBVFHg,Pending Review
South Prairie Farm,"4405 Sharpsburg Dr, Grand Prairie, TX 75052, USA",32.6657085,-97.02052599999999,http://www.southprairiefarm.com/,"establishment, point_of_interest",ChIJ1y4RAOKJToYRy0rMSIqhDpA,Pending Review
Prairie Farmstead,"4617 Farmington Rd, Sherman, TX 75092, USA",33.5802431,-96.63554479999999,https://prairiefarmstead.eatfromfarms.com/,"establishment, point_of_interest",ChIJI2FCwkNjTIYRMZQTsR8EINQ,Pending Review
"ANM'S FARM, LLC","4024 S State Hwy 78, Wylie, TX 75098, USA",33.0268839,-96.48606129999999,https://anmsfarm.com/,"establishment, food, point_of_interest, store",ChIJacihFpkGTIYRp3e9q-BuYGw,Pending Review
Aussie Acres TX,"2722 N Josey Ln, Carrollton, TX 75007, USA",32.9911537,-96.8892497,Not listed,"establishment, point_of_interest",ChIJEY0FW8UlTIYRtw2TRIewbD4,Pending Review
JMZ Farms,"2440 Co Rd 3840, Bridgeport, TX 76426, USA",33.096311,-97.90748339999999,http://jmzfarms.com/,"establishment, food, point_of_interest",ChIJKcdFb4_VTYYRFlb2bhFiaJQ,Pending Review
Bent Rose Farm,"10125 Horse Shoe Nail Dr, Pilot Point, TX 76258, USA",33.3271161,-96.9546537,https://bentrosefarm.wordpress.com/,"establishment, point_of_interest",ChIJO7uENSBJTIYR2Lz-TEdup5Q,Pending Review
Baker's Acres Eggs and Poultry,"5280 Co Rd 1043, Celeste, TX 75423, USA",33.2840335,-96.1600282,Not listed,"establishment, point_of_interest",ChIJ03Tws3DtS4YR8cVWTgIu_6g,Pending Review
Pastured Steps Family Farm,"1505 Indian Creek Dr, Midlothian, TX 76065, USA",32.4061705,-97.00998779999999,http://www.pasturedsteps.com/,"establishment, point_of_interest",ChIJdWdUgsT3ToYRqgOvnMRMhkc,Pending Review
Chickenfield Farm,"286 Diamond Rd, Whitewright, TX 75491, USA",33.4646949,-96.4195065,http://www.chickenfieldfarm.com/,"establishment, point_of_interest",ChIJ-SHHHvt5TIYRx0r3E45juyI,Pending Review
Lazy T Farm,"7622 Co Rd 595, Nevada, TX 75173, USA",33.0463496,-96.35718179999999,Not listed,"establishment, point_of_interest",ChIJE0OzKgT5S4YRHZWW3RI58vw,Pending Review
Texas Honey Farms,"105 Margaret St, Fate, TX 75189, USA",32.9305438,-96.36630009999999,https://texashoneyfarms.com/,"establishment, point_of_interest",ChIJNdOjoYz_S4YRvRIIB11IFGQ,Pending Review
Sunnyvale Honey Producers,"235 Barnes Bridge Rd, Sunnyvale, TX 75182, USA",32.826936,-96.5843064,http://sunnyvalehoney.com/,"establishment, point_of_interest",ChIJe8vaZRumToYRo1I03WEP98g,Pending Review
Little Giant Beekeepers & Bee Removal Specialists,"500 N Central Expy Ste 500, Plano, TX 75074, USA",33.0060225,-96.706598,https://www.littlegiantbeekeepers.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,"establishment, point_of_interest",ChIJj5gKqh9Nrg4RcdMwSllo04I,Pending Review
Sabine Creek Honey Farm,"22326 Co Rd 638, Royse City, TX 75189, USA",33.0393323,-96.3168767,http://www.sabinecreekhoney.com/,"establishment, point_of_interest",ChIJFxFC2tv7S4YRtH3d5U6seLY,Pending Review
Desert Creek Honey,"575 Co Rd 5010, Blue Ridge, TX 75424, USA",33.3700876,-96.365635,http://www.desertcreekhoney.com/,"establishment, point_of_interest",ChIJgyVp2tv7S4YRPZpqBWqrNzw,Pending Review
Little Giant Beekeepers & Bee Removal Specialists,"15150 Preston Rd #300, Dallas, TX 75248, USA",32.9549074,-96.80361309999999,https://littlegiantbeekeepers.com/?utm_source=gmb&utm_medium=organic&utm_campaign=Maps,"establishment, point_of_interest",ChIJXZVrgsAhTIYRaQX-oj6pf2w,Pending Review
Sergio’s Bee Sanctuary and Honey,"421 Mimosa Dr, Anna, TX 75409, USA",33.3462023,-96.5555498,https://sergiosbeesanctuaryandhoney.com/,"establishment, point_of_interest",ChIJZyjd2U9zTIYR55YkYv-ynG4,Pending Review
P&T's Honeybees,"13950 Co Rd 567, Farmersville, TX 75442, USA",33.1687763,-96.40059269999999,http://fb.me/pandtshoneybees,"establishment, point_of_interest",ChIJZ_q0I4P3S4YR5Wu2mzMYiPQ,Pending Review
Honey Bee Rescue,"4535 Allencrest Ln, Dallas, TX 75244, USA",32.9112546,-96.8298506,https://www.thebeerescue.com/,"establishment, point_of_interest",ChIJU8FjmHshTIYRWp-ny76wfcY,Pending Review
Nature Nate's Honey Warehouse,"2902 Honey Dock, Nature Nates, 2910 Nature Nate Farms, McKinney, TX 75071, USA",33.2270613,-96.7048015,Not listed,"establishment, point_of_interest",ChIJKZ06JkUVTIYRnBql2JP06R0,Pending Review
Natural Settings Farms,"9423 Co Rd 959, Princeton, TX 75407, USA",33.1316887,-96.4947916,http://naturalsettingsfarms.com/,"establishment, point_of_interest",ChIJf46gayoPTIYRhdGt9_ow144,Pending Review
Honey B's Farm,"1445 Red Rd, Howe, TX 75459, USA",33.4950271,-96.5435361,https://honeybsfarm.com/,"establishment, point_of_interest",ChIJzYpJ-bF7TIYRRIERX3RLhLs,Pending Review
Hive Riot Honey Company,"8910 Indian Knoll Trail, Keller, TX 76248, USA",32.9142299,-97.20140850000001,http://www.hiveriothoney.com/,"establishment, point_of_interest",ChIJ923XOovXTYYRvSjmcxZ770E,Pending Review
Monarch Meadows Local Honey,"2500 Edwards Church Rd, Mesquite, TX 75181, USA",32.7311736,-96.5470294,Not listed,"establishment, point_of_interest",ChIJi9YeSQCvToYRgpAqn8vaPUE,Pending Review
Home and Hive,"3408 Belterra Dr, Celina, TX 75009, USA",33.2774771,-96.7357261,http://www.homeandhive.com/,"establishment, point_of_interest",ChIJD-TicOoUTIYRbp3jRfQWero,Pending Review
Heavenly Honey,"3801 Glade Rd, Colleyville, TX 76034, USA",32.8815838,-97.1084869,http://www.sfantamaria-dallas.org/,"establishment, point_of_interest",ChIJZ6tTVgB5ToYRpnJtCF9M0iY,Pending Review
