name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude ,date_collected,website,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Discovery Green,"1500 McKinney St, Houston, TX 77010, USA",29.7530669,-95.359608,http://www.discoverygreen.com/,"establishment, park, point_of_interest, tourist_attraction",ChIJJUo2UyK_QIYRI_nLX1af7Qg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheatley High School Garden,"4810 Market St, Houston, TX 77020, USA",29.772691,-95.321321,Not listed,"establishment, point_of_interest",ChIJDwyamrK-QIYRkmbdXgXEpjw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson Farms,"3217 Spring Cypress Rd, Spring, TX 77388, USA",30.0606155,-95.4651922,https://www.facebook.com/Atkinson4thgeneration/,"establishment, point_of_interest",ChIJF1tfBLs0R4YR9nj0u00IQa4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re - Leaf Plant Market,"7311 Ardmore St, Houston, TX 77054, USA",29.690277,-95.3803782,http://www.releafplantmarket.com/,"establishment, point_of_interest, store",ChIJe_QFmeW_QIYRZ1B_ZbW4LuM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroshack Hydroponics,"4208 Mangum Rd, Houston, TX 77092, USA",29.8294964,-95.4614403,http://www.hydroshack.com/,"establishment, point_of_interest, store",ChIJj2n5JBLHQIYRi47sqBqEqxo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botani Hydroponics & Organics,"15106 Bellaire Blvd, Houston, TX 77083, USA",29.7021785,-95.6532018,http://www.botanigarden.com/,"establishment, point_of_interest",ChIJ5Ucj8HDeQIYR3l44W5WDk7c,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonHorse Organics,"2420 Noble St, Houston, TX 77026, USA",29.7804467,-95.3451466,https://dragon-horse-organics.square.site/,"establishment, point_of_interest",ChIJnWZgli65QIYRZbPwCGf1OmM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainable Aquaponics,"4306 Jamie Ln, Houston, TX 77048, USA",29.605739,-95.3494259,Not listed,"establishment, point_of_interest",ChIJq-0XYgSVQIYRHRZrIZIJ3-A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJL Greenhouse Inc,"1449 Brittmoore Rd, Houston, TX 77043, USA",29.7990488,-95.5701622,https://www.instagram.com/jjl_greenhouse/,"establishment, point_of_interest",ChIJqZ2nATDbQIYRFXdem9txokc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Greenhouses,"18014 Longmoor Dr, Houston, TX 77084, USA",29.8433827,-95.6762342,https://southerngreenhouses.com/,"establishment, food, point_of_interest",ChIJ-T3pLiUkQYYR4owLbCGAbUA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchanan's Native Plants,"611 E 11th St, Houston, TX 77008, USA",29.790995,-95.391405,http://buchanansplants.com/,"establishment, point_of_interest, store",ChIJ2xEQ56C4QIYRa5buDlOmKpQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weinberg's Rosehill Farm,"17207 Farm to Market 2920, Tomball, TX 77377, USA",30.0776898,-95.6872881,https://www.facebook.com/Weinbergsrosehillfarm/,"establishment, point_of_interest",ChIJOV9_3QErR4YRgEVFDsi6ppo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone 9 Tropicals,"1015 Arlington St, Houston, TX 77008, USA",29.7894764,-95.3944613,https://www.zone9tropicals.com/,"establishment, florist, food, point_of_interest, store",ChIJzZeIUV_HQIYRyyl4SagJ5nc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgroTeva Organic Farms Inc.,"10801 Brooklet Dr Ste A, Houston, TX 77099, USA",29.6631627,-95.5615228,http://www.agrotevaorganicfarms.com/,"establishment, point_of_interest",ChIJ5U2v6YGNNEgRvZ_q2pOwG2U,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream Harvest: Sustainable Indoor Farming,"8416 S Breeze Dr, Houston, TX 77071, USA",29.6574038,-95.5232647,http://www.dreamharvest.com/,"establishment, food, point_of_interest",ChIJu7aYeirpQIYRslEgb6Amryk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Vibe Farm,"20702 Cypress Rose Hill Rd, Tomball, TX 77377, USA",30.0674096,-95.6980124,http://www.thegoodvibefarm.com/,"establishment, point_of_interest",ChIJr9YCHrIrR4YRIG-oi6v1OMA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Place in Time,"421 W 11th St, Houston, TX 77008, USA",29.7908238,-95.4020598,https://www.anotherplaceintime.com/,"establishment, point_of_interest",ChIJEXUT9lzHQIYRSAkmIZk8c7I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wabash Feed & Garden,"4537 N Shepherd Dr, Houston, TX 77018, USA",29.8308932,-95.411063,https://wabashfeed.com/,"establishment, food, furniture_store, home_goods_store, point_of_interest, store",ChIJIR6cUsvAQIYRn_c7eouGcsA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua's Native Plants & Garden,"502 W 18th St, Houston, TX 77008, USA",29.80163,-95.4063488,http://www.joshuasnativeplants.com/,"establishment, point_of_interest, store",ChIJXSBIFm_HQIYR8KRrNbQRPlw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Plant Co.,"1123 Providence St, Houston, TX 77002, USA",29.7697366,-95.3566653,https://www.edenplant.co/,"cafe, establishment, food, point_of_interest, store",ChIJZ_gIoWHZQIYRtYt7b5IoKfU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interior Green International,"7307 Ardmore St, Houston, TX 77054, USA",29.6905784,-95.3801731,https://www.igiplants.com/,"establishment, florist, point_of_interest, store",ChIJA_mmkOW_QIYRGkJdCQVVet4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mighty Greens Houston,"2406 Steel St, Houston, TX 77098, USA",29.7395058,-95.4168191,http://www.mightygreenshouston.com/,"establishment, point_of_interest",ChIJXZcnF9jBQIYRILNpTLfu4WA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAREE’S GREENS,"2332 E NASA Pkwy, Houston, TX 77058, USA",29.5525456,-95.0841129,Not listed,"establishment, point_of_interest",ChIJ3_j2byFjP4YRKi7Uy8Zbzm0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Microgreens,"5115 Sunlight Hill Ct, Spring, TX 77379, USA",30.0542841,-95.4969946,Not listed,"establishment, point_of_interest",ChIJOfS16RAzR4YRleVQXFO8Qs0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreshLeaf Microgreens,"23319 Willow Wood St, Tomball, TX 77375, USA",30.1003527,-95.5458352,https://www.freshleafmicrogreens.com/contact/,"establishment, point_of_interest, store",ChIJVVXxrGgyR4YROxmDv1JIzKA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Duck Farm - CSA Pickup Location,"7927 Litchfield Ln, Spring, TX 77379, USA",30.00983669999999,-95.5305755,Not listed,"establishment, point_of_interest",ChIJuzN9_bbNQIYReQXsthgGZyU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant It Forward Farms @ Westbury Community Garden,"12581 Dunlap St, Houston, TX 77035, USA",29.6387778,-95.4950667,https://plantitforward.farm/,"establishment, point_of_interest",ChIJt8gsvJnpQIYROLR0tprWSdM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris County Farms,"15437 Miller Rd 1, Houston, TX 77049, USA",29.8393011,-95.1459417,Not listed,"establishment, point_of_interest",ChIJ2XMxaNelQIYRekpFN5EiK54,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladybug Flower Farm,"4521 Wolcek Rd, Crosby, TX 77532, USA",29.8842509,-94.9960347,http://www.ladybugflowerfarm.com/,"establishment, point_of_interest",ChIJ3TczamRXP4YRsrVZ76WeZ0k,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm of Fancy,"7415 Brace St, Houston, TX 77061, USA",29.6636013,-95.2928749,https://farmoffancyhtx.com/,"establishment, florist, point_of_interest, store",ChIJG1dUZf-XQIYRCJ2MtHHSSck,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plants N' Petals,"1 N Sampson St, Houston, TX 77003, USA",29.7516954,-95.3388283,https://pnpflowers.com/,"establishment, florist, point_of_interest, store",ChIJXcCpahnBQIYRZzmV_kye6XE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old MacDonald's Farm,"3203 Farm to Market 1960 Rd E, Humble, TX 77338, USA",30.0003521,-95.2253126,http://www.oldmacdonaldsfarmtexas.com/,"establishment, point_of_interest, tourist_attraction, zoo",ChIJ_8j2n4etQIYRlYO6V-MOMx4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Feed & Garden,"1813 Luzon St, Houston, TX 77009, USA",29.7867034,-95.3502415,https://qualityfeedco.com/,"establishment, pet_store, point_of_interest, store",ChIJcfTLI5a4QIYRLZ8a0YDPnvA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old Richmond Farm (Lieu Gia Trang),"13235 Old Richmond Rd, Houston, TX 77083, USA",29.674649,-95.617859,http://www.oldrichmondfarm.com,"establishment, food, point_of_interest",ChIJsXErEondQIYR8OOw-Pwq0Ug,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Hung Farm Poultry,"13227 Old Richmond Rd, Houston, TX 77083, USA",29.6749153,-95.6172328,Not listed,"establishment, food, point_of_interest",ChIJnSWNGondQIYR-xiX53_DA5A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Egg House,"2520 Airline Dr Suite B-205, Houston, TX 77009, USA",29.81054439999999,-95.3804185,https://theegghousestore.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJXUKB7Y64QIYRMr9cCqvxjN4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lillja Farm,"14602 Lillja Rd, Houston, TX 77060, USA",29.9115467,-95.3908869,https://www.lilljafarm.com/,"establishment, point_of_interest",ChIJP0cRQCu2QIYRNOfwJQJ27SU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Farms,"17427 Kitzman Rd, Cypress, TX 77429, USA",30.034792,-95.680474,https://www.facebook.com/23farm/,"establishment, point_of_interest",ChIJx6D2vGbVQIYRAEMZTA9yhfs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Sister Farms,"24759 Stanolind Rd, Tomball, TX 77375, USA",30.123776,-95.602112,https://threesisterfarms.com/,"establishment, point_of_interest",ChIJa6VVGdMtR4YRBIgBNUVOBWI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clean Egg Co,"3526 Lang Rd, Houston, TX 77092, USA",29.82497069999999,-95.4872073,https://www.cleaneggco.com/,"establishment, food, point_of_interest",ChIJEyCNjQXBQIYRchU4lhPV1W8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVE Food Co.,"2520 Airline Dr Booth G736, Houston, TX 77009, USA",29.8103696,-95.3815795,https://eathivehoney.com/,"establishment, point_of_interest",ChIJF_NUdeq5QIYRZ9NjOElEqZ4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIVE Honey Farms,"1414 Edwards St, Houston, TX 77007, USA",29.7709616,-95.3719404,https://eathivehoney.com/,"establishment, point_of_interest",ChIJV8FA0wa_QIYRca1-_LtbABg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tate's Local Honey Self-Serve Honey Stand,"22047 Lutheran Church Rd Suite 2, Tomball, TX 77377, USA",30.084704,-95.6701699,http://tateshoney.com/,"establishment, point_of_interest",ChIJXTDEKvwrR4YRF9bGdJ3Pt8c,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paw Paw's Honey LLC,"17122 Blairwood Dr, Houston, TX 77049, USA",29.856842,-95.1318536,Not listed,"establishment, point_of_interest",ChIJuUjc9M6nQIYRTL64ZK0OZ0A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Souders Honey Company,"8524 Hwy 6 N PMB 326, Houston, TX 77095, USA",29.90326079999999,-95.6319539,http://soudershoney.com/contact-us/,"establishment, point_of_interest",ChIJ-6uSUSbRQIYR-mMY_0FsIqM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKF Mushrooms LLC,"117 Conners Rd, Huffman, TX 77336, USA",30.1367443,-95.0952727,http://www.tkfmushrooms.com/,"establishment, point_of_interest",ChIJIx3AcAhVR4YRAzEQwsnrzGY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Mushrooms & Specialty Produce,"3118 Produce Row, Houston, TX 77023, USA",29.7084598,-95.3297049,http://www.thomasmushrooms.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJL218eGu-QIYROWKbfx3VPx4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roots and Rhizo,"11630 Crystalwood Dr, Houston, TX 77013, USA",29.781587,-95.2292536,https://linktr.ee/RootsAndRhizo,"establishment, food, point_of_interest, store",ChIJ0ewVLK2DQIYR4sJ0IfMwH2I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCW Nurseries Inc,"15809 Texas 249 Access Rd, Houston, TX 77086, USA",29.9389527,-95.5201288,http://rcwnurseries.com/,"establishment, point_of_interest",ChIJM916r2LOQIYRi-VSopJtF_I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treesearch Farms Inc,"7625 Alabonson Rd, Houston, TX 77088, USA",29.8796404,-95.4868652,https://treesearchfarms.biz/,"establishment, point_of_interest",ChIJB0H5v0jPQIYRm9xjrugLv6U,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verdant Tree Farm,"4300 Barker Cypress Rd, Houston, TX 77084, USA",29.8339943,-95.684354,https://www.verdanttreefarm.com/,"establishment, general_contractor, point_of_interest, store",ChIJr4qbBczZQIYRa9KoS7B8_Ug,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Farms Dairy,"3430 Leeland St, Houston, TX 77003, USA",29.7393977,-95.3475502,http://www.oakfarmsdairy.com/,"establishment, food, point_of_interest",ChIJzwTaZ-O-QIYRdvlVSVuXH4M,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recreation Farms,"Recreation Farms, TX, USA",29.8994505,-95.4817134,Not listed,"neighborhood, political",ChIJGfeenCzPQIYRIK_HCK8FG_4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSU Community Farm,"3216 Blodgett St, Houston, TX 77004, USA",29.7197658,-95.3642646,https://linktr.ee/tsufarm,"establishment, point_of_interest",ChIJNc_lGwC_QIYRAdPMrMo6tm0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas A&M AgriLife Extension Service - Harris County,"13105 Northwest Fwy Ste 1000, Houston, TX 77040, USA",29.8446366,-95.5017887,http://harris.agrilife.org/,"establishment, local_government_office, point_of_interest",ChIJ2eEYMSTaQIYRfKlFpDiCZO0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Last Organic Outpost,"Location: 711 Emile St Houston, TX 77020",29.7688481,-95.3244563,,,,,localharvest.org/the-last-organic-outpost-M5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolie Vue Farms,"Location: 3320 Sunset Blvd Houston, TX 77005",29.7232174,-95.4297612,,,,,localharvest.org/jolie-vue-farms-M8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle J Meat,,29.83,-95.47,,,,,localharvest.org/circle-j-meat-M79775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Grande Organics,"Location: 5306 Hollister Houston, TX 77040",29.8450317,-95.5057138,,,,,localharvest.org/rio-grande-organics-M24889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ Honey,"Location: 504 E Main St. Tomball, TX 77375",30.1004447,-95.6084003,,,,,localharvest.org/bz-honey-M72519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victoria's Natural Market,"Location: 20158 Bauer Hockley Road Tomball, TX 77377",30.039731,-95.732178,,,,,localharvest.org/victorias-natural-market-M24037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.646539386535714,-95.36750791985212,,,,,,193018598.0,allotments,Harris,201.0,10401.0,Scott Street,Houston,77051.0,"10401 Scott St, Houston, TX 77051, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sire, Inc.",,30.050273615152825,-95.3632165352984,,,,,,392540887.0,farmland,Harris,201.0,4610.0,Sloangate Drive,Spring,77373.0,"4610 Sloangate Dr, Spring, TX 77373, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.71919032492268,-95.34749575689536,,,,,,549493058.0,allotments,Harris,201.0,4277.0,Wheeler Avenue,Houston,77004.0,"4277 Wheeler Ave, Houston, TX 77004, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.819656595029304,-95.61174282303114,,,,,,605033065.0,allotments,Harris,201.0,3535.0,War Memorial Street,Houston,77084.0,"3535 War Memorial St, Houston, TX 77084, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.88549447676846,-95.67435894874488,,,,,,643879167.0,allotments,Harris,201.0,17411.0,Eastwood Circle,Houston,77095.0,"17411 Eastwood Cir, Houston, TX 77095, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Farm,,29.78334348140781,-95.63867729409024,,,,,,668694649.0,farmland,Harris,201.0,13635.0,Katy Freeway,Houston,77079.0,"13635 Katy Fwy, Houston, TX 77079, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.84289678771309,-95.7278514020132,,,,,,732228997.0,allotments,Harris,201.0,5031.0,Grove Square Court,Katy,77449.0,"5031 Grove Square Ct, Katy, TX 77449, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Farm,,30.069633574134933,-95.73977547516236,,,,,,781627685.0,farmland,Harris,201.0,20301.0,Mueschke Road,Tomball,77377.0,"20301 Mueschke Rd, Tomball, TX 77377, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wunderlich Farm Interactive History Park,,30.02982426172365,-95.5479048335164,,,,,,861099662.0,farmland,Harris,201.0,8039.0,Ash Valley Drive,Spring,77379.0,"8039 Ash Valley Dr, Spring, TX 77379, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.634840113703103,-95.33066241655924,,,,,,1119810654.0,allotments,Harris,201.0,11631.0,Webercrest Road,Houston,77048.0,"11631 Webercrest Rd, Houston, TX 77048, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
