name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude ,date_collected,website,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Evergreen Garden Center,"922 W Hildebrand Ave, San Antonio, TX 78201, USA",29.4661622,-98.5088132,http://www.evergreengardencenter.com/,"establishment, point_of_interest, store",ChIJd1euCQtfXIYRN22AZ_2lH58,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanaguana Garden at Hemisfair,"434 S Alamo St, San Antonio, TX 78205, USA",29.4195662,-98.4878609,http://hemisfair.org/,"establishment, park, point_of_interest, tourist_attraction",ChIJK-t_YalYXIYRkOPpsPcq2_U,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growing Tx Greens Emporium,"2314 S Flores St Ste 2, San Antonio, TX 78204, USA",29.40113,-98.5038059,Not listed,"establishment, point_of_interest",ChIJZXs0IbhZXIYRN-aaW7-7BwQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Gardens,"8516 Bandera Rd, San Antonio, TX 78250, USA",29.521745,-98.6378288,https://www.rainbowgardens.biz/garden-center/,"establishment, food, general_contractor, point_of_interest, store",ChIJv0DmnuxnXIYRg4wBZzdhq58,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LocalSprout Food Hub,"503 Chestnut St, San Antonio, TX 78202, USA",29.4266267,-98.4793434,http://www.localsprout.com/,"cafe, establishment, food, point_of_interest, store",ChIJZfqwF8P1XIYRdMtRH6UZA6A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Produce,"723 SE Loop 410 Acc Rd, San Antonio, TX 78220, USA",29.4162973,-98.3904307,http://www.pristineproducesatx.com/,"establishment, food, point_of_interest",ChIJleIWlahnXIYRJ1zwRNgyZ1Q,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Gardens,"2585 Thousand Oaks Dr, San Antonio, TX 78232, USA",29.5848318,-98.4484274,https://www.rainbowgardens.biz/garden-center/,"establishment, furniture_store, home_goods_store, point_of_interest, store",ChIJM2W-4UiKXIYRXvSi9PPHw0M,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lone Star Growers, LLC","7960 Cagnon Rd, San Antonio, TX 78252, USA",29.3569352,-98.7046586,Not listed,"establishment, point_of_interest",ChIJL5li9yRFXIYRuvkZesSrzHw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BV Hydroseeding & Hydromulching,"1100 Northwest Loop 410, San Antonio, TX 78213, USA",29.519468,-98.5089097,http://bvhydroseeding.com/,"establishment, general_contractor, point_of_interest",ChIJb3daUvRhXIYRH_L8H08Y63I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raising the Barn,"6339 Pickering Dr, San Antonio, TX 78238, USA",29.489342,-98.6140077,https://www.veggiestable.com/,"establishment, point_of_interest",ChIJj4IkYildXIYRGM6YnqOy5pg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenhouses Etc,"6606 Topper Pkwy, San Antonio, TX 78233, USA",29.5659939,-98.3580184,https://www.greenhousestx.net/,"establishment, food, point_of_interest",ChIJC0oaAfyMXIYRwtD2E8p25ug,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E D Huntington Orchids and Tropicals,"14003 Dublin Square, San Antonio, TX 78217, USA",29.5675757,-98.4126957,http://www.edhuntington.com/,"establishment, florist, point_of_interest, store",ChIJ1XrhCHaLXIYRI1HHNpe3jBc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIELO VISTA FARM,"9260 Weir Rd, Schertz, TX 78108, USA",29.5196856,-98.2150397,Not listed,"establishment, point_of_interest",ChIJHZ2fKD7rXIYRss046ubikwk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollinatives,"101 South St, Converse, TX 78109, USA",29.518845,-98.312996,http://www.pollinatives.com/,"establishment, point_of_interest",ChIJ9e9YBpnzXIYRmfg1v17CWGk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Garden Center,"10682 Bandera Rd, San Antonio, TX 78250, USA",29.5434512,-98.6553403,http://thegardencenter.com/,"establishment, point_of_interest, store",ChIJC9FEOtdnXIYR_wjPAlL5Beo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Buddha,"6075 Heath Rd, San Antonio, TX 78250, USA",29.4892416,-98.6418762,http://palmbuddha.com/,"establishment, general_contractor, point_of_interest, store",ChIJNRCqDUFdXIYRvrh-J9jtl_o,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soli Organic 3315 Global Way,"3315 Global Wy, San Antonio, TX 78223, USA",29.3379736,-98.4352768,https://www.soliorganic.com/,"establishment, food, point_of_interest",ChIJTWMffgD3XIYRydVjAPJlD5Y,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambius,"12100 Crownpoint Dr #115, San Antonio, TX 78233, USA",29.55087779999999,-98.3658938,https://www.ambius.com/locations/texas/san-antonio?utm_source=google&utm_medium=gbp&utm_campaign=eg_listing_lg,"establishment, florist, general_contractor, point_of_interest, store",ChIJ25GQV-iMXIYR7Cr1ON8WOPs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owl Creek Farm,"12355 Military Dr W, San Antonio, TX 78253, USA",29.4416076,-98.7334006,http://owlcreekfarmsa.com/,"establishment, point_of_interest, tourist_attraction, travel_agency, zoo",ChIJ1XTVa8RDXIYRy_QIo9XzxLc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Farms,"4231 Stuart Rd, Adkins, TX 78101, USA",29.3830912,-98.2888506,https://www.calvaryfarms.org/,"establishment, point_of_interest",ChIJn8rDu9VyEIkRoxZv7IV5iSA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Tank Hollow,"12726 Dovetail Dr, San Antonio, TX 78253, USA",29.4465765,-98.745643,Not listed,"establishment, point_of_interest, school",ChIJUfZikd9DXIYRWsvyWYU4bnE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature Springs Farm,"6931 Signature St, San Antonio, TX 78263, USA",29.35492649999999,-98.3028094,http://signaturespringsfarm.com/,"establishment, point_of_interest",ChIJL7IEAP_vXIYRR8vK0TYZFFo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Behind the Oaks Farm,"Greaves Ln, Schertz, TX 78154, USA",29.5149312,-98.2583637,https://www.behindtheoaksfarm.com/,"establishment, point_of_interest",ChIJNWYUa_vtXIYRejroKySd9mg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Heart Farm,"19320 FM1937, San Antonio, TX 78221, USA",29.23225009999999,-98.4563396,Not listed,"establishment, point_of_interest",ChIJpRp-Bzr_XIYRBbgqMG-DmZw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoney Farms,"9403-9427 Kirk Pond, San Antonio, TX 78240, USA",29.53094949999999,-98.6204018,Not listed,"establishment, point_of_interest",ChIJNe5xQZ9nXIYRFNAOIxlIhQc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Grove Farms,"1326 Austin Hwy, San Antonio, TX 78209, USA",29.4902597,-98.4410068,Not listed,"establishment, point_of_interest",ChIJDYb5CuL0XIYRuwjL-zi8Noc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan's Microgreens,"3105 Nogalitos St, San Antonio, TX 78225, USA",29.3854135,-98.5250074,http://pansmicrogreens.com/,"establishment, food, point_of_interest",ChIJO7TNW9dZXIYREaNaOa7PPkg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viva Microgreens,"11627 Bandera Rd, San Antonio, TX 78250, USA",29.5508025,-98.6643372,https://www.facebook.com/viva.microgreens,"establishment, point_of_interest",ChIJ1Yn0KJlpXIYRVB91rnup6To,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIVA Microgreens,"3314 Rock Creek Run, San Antonio, TX 78230, USA",29.5200384,-98.5490433,Not listed,"establishment, point_of_interest",ChIJKdwpRKFhXIYRnPy9N2qkkLc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Farm Connection of North San Antonio, LLC","2815 N Loop 1604 E #118, San Antonio, TX 78232, USA",29.6044956,-98.4439047,http://www.thefarmconnection.org/,"establishment, point_of_interest",ChIJd9i1VEKLXIYRD0vYooQAcR4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MicroDaddy Microgreens,"Emerson Wy, St Hedwig, TX 78152, USA",29.4815062,-98.2163583,https://microdaddygreens.com/,"establishment, food, health, point_of_interest, store",ChIJZ13wsfHrXIYRwc0gy4aJMdg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osiris Microgreens,"1458 Riptide, San Antonio, TX 78264, USA",29.1426746,-98.4743743,https://www.facebook.com/Osirismicrogreens,"establishment, food, point_of_interest",ChIJ7ZstzMoBXYYRvTByIo_VA_Q,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Antonio Flower Co,"8930 Broadway Ste 102, San Antonio, TX 78217, USA",29.5215708,-98.4590843,http://www.sanantonioflowercompany.com/,"establishment, florist, point_of_interest, store",ChIJ0-IQvUH1XIYR2cR015N4Fy4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultivate | Blooms & Joyful Living,"1846 N Loop 1604 W Ste 104, San Antonio, TX 78248, USA",29.6067323,-98.5215107,https://www.cultivateandbloom.com/,"establishment, florist, point_of_interest, store",ChIJpfcGrwlhXIYRbEI2QFC_2JM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dirty Knuckle Farms,"7475 Military Dr W, San Antonio, TX 78227, USA",29.4173337,-98.6301692,Not listed,"establishment, point_of_interest, store",ChIJ9XgnR3JbXIYRzWmhOKPCdFc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowerama San Antonio,"5404 Babcock Rd, San Antonio, TX 78240, USA",29.5157172,-98.5936437,https://www.floweramasanantonio.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"establishment, florist, point_of_interest, store",ChIJXSB3Gl5nXIYRfzzUpGyDnjw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tuscan Rose,"151 W Rhapsody Dr, San Antonio, TX 78216, USA",29.5461928,-98.497274,https://thetuscanrose.com/,"establishment, florist, point_of_interest, store",ChIJiRSTSztiXIYROrbuVRwL3V8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stablewood Farms Park,"3903 Crooked Trail, San Antonio, TX 78227, USA",29.3926502,-98.6501494,http://www.sanantonio.gov/ParksAndRec/Parks-Facilities/All-Parks-Facilities/Parks-Facilities-Details/ArtMID/14820/ArticleID/2486/Park/230,"establishment, park, point_of_interest, tourist_attraction",ChIJx0s0EEhbXIYRPVdwEyYxNPE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bexar County Agricultural Ext,"3355 Cherry Ridge Dr #212, San Antonio, TX 78230, USA",29.5093927,-98.5482884,http://bexar-tx.tamu.edu/,"establishment, local_government_office, point_of_interest",ChIJr1RvvSFeXIYR4Np6bICt9uo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trader's Town Country Market,"6800 Wurzbach Rd, San Antonio, TX 78240, USA",29.496982,-98.5917389,Not listed,"establishment, point_of_interest, shopping_mall",ChIJe-kI6vNdXIYRFlerh3kMuGY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicinal Garden,"3623 Pleasanton Rd, San Antonio, TX 78221, USA",29.3427569,-98.50424970000002,Not listed,"establishment, point_of_interest",ChIJzaPe0utbXIYR6QoiFs2ivT4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Community Garden,"2350 W Gramercy Pl, San Antonio, TX 78201, USA",29.4629524,-98.5393994,http://jeffersoncommunitygarden.com/,"establishment, point_of_interest",ChIJCdExU_deXIYRE8OabHgcNqo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamo Farms,"200 Chihuahua St, San Antonio, TX 78207, USA",29.4140147,-98.506076,http://www.alamofarmstx.com/,"establishment, food, point_of_interest, restaurant, store",ChIJe684RExZXIYR2ZaZVyP8ovI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porter Poultry & Egg Co,"5475 Castroville Rd, San Antonio, TX 78227, USA",29.408048,-98.5987583,Not listed,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJZXsz6I1bXIYRxSMsjz5LsOk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helotes Creek Farms,"6312 FM471, San Antonio, TX 78238, USA",29.4931617,-98.6201114,Not listed,"establishment, point_of_interest",ChIJ1-NqlXZdXIYRIAOs_1ESNic,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Farms Dairy San Antonio,"1314 Fredericksburg Rd, San Antonio, TX 78201, USA",29.4568402,-98.5182683,http://deanfoods.com/,"establishment, food, point_of_interest",ChIJ3y9ivxpfXIYRfnFr9ztrlng,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature Blessed Honey,"14072 TX-1604 Loop, San Antonio, TX 78223, USA",29.280129,-98.2922288,https://natureblessedhoneyfarm.com/about-us-1,"establishment, point_of_interest",ChIJAQBcMsHkXIYRsvl6TLvYNyc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Connection - Mainland Dr.,"8111 Mainland Dr ste. 104, San Antonio, TX 78240, USA",29.5163639,-98.6340313,https://www.thefarmconnection.org/,"establishment, point_of_interest",ChIJmx0V8P9nXIYR_JiaCcGzUAw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers & Sons Produce Inc.,"1500 S Zarzamora St Unit 348, San Antonio, TX 78207, USA",29.4126512,-98.5287286,Not listed,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJmRnIF7lZXIYRvAW5egkpqjE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armadillo Gardens,,29.45,-98.46,,,,,localharvest.org/armadillo-gardens-M86257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Tomatoes of San Antonio,,29.57,-98.46,,,,,localharvest.org/heritage-tomatoes-of-san-antonio-M81716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan's Happy Hens,,29.52,-98.64,,,,,localharvest.org/ryans-happy-hens-M84440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shady Falls Farm,"Location: 17049 Shady Falls Elmendorf, TX 78112",29.2523948,-98.3596966,,,,,localharvest.org/shady-falls-farm-M25437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Little Victory Community Garden & Compost Site,,29.49809311216199,-98.61500383906184,,,,,,462420690.0,allotments,Bexar,29.0,6440.0,Evers Road,Leon Valley,78238.0,"6440 Evers Rd, Leon Valley, TX 78238, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.44709315012601,-98.66800510277432,,,,,,663641802.0,allotments,Bexar,29.0,1210.0,Hunt Lane,San Antonio,78251.0,"1210 Hunt Ln, San Antonio, TX 78251, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29.537097500071685,-98.51937555001612,,,,,,1310473594.0,allotments,Bexar,29.0,10603.0,West Avenue,San Antonio,78213.0,"10603 West Ave, San Antonio, TX 78213, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Refugee Community Garden,,29.531384613896616,-98.56782987951836,,,,,,1310881744.0,allotments,Bexar,29.0,4242.0,Bluemel Road,San Antonio,78240.0,"4242 Bluemel Rd, San Antonio, TX 78240, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
