name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude_1,date_collected,website,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
USDA Urban Service Center - Agriculture,"3102 Maple Ave #100, Dallas, TX 75201, USA",32.7991514,-96.8079183,http://www.farmers.gov/,"establishment, point_of_interest",ChIJISCregCZToYRzzcb9vhUGyk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden's Organic Garden Center & CSA Farm,"4710 Pioneer Rd, Balch Springs, TX 75180, USA",32.7058244,-96.6053968,http://www.edensorganicgardencenter.com/,"establishment, point_of_interest, store",ChIJ45xm7cC6ToYRjG_NnSXH-Fs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Farms,"1171 N Cockrell Hill Rd, Dallas, TX 75211, USA",32.7507433,-96.8922056,http://www.taylorfarms.com/,"establishment, point_of_interest, storage",ChIJVVVVVeWaToYRdoYkAeK_Tsw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Provisions,"1451 John West Rd, Dallas, TX 75228, USA",32.8076164,-96.6928087,http://marketprovisions.org/,"establishment, food, point_of_interest, store",ChIJvbUKj-GYToYRepfkgxFKEIA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Garden Dallas,"111 Oak Lawn Ave, Dallas, TX 75207, USA",32.7903968,-96.8250878,http://thegardendallas.com/,"bar, establishment, food, point_of_interest, restaurant",ChIJV00_kFeZToYREkF9vL-gsyc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruibal's Plants of Texas,"601 S Pearl Expy, Dallas, TX 75201, USA",32.778552,-96.7905,http://ruibals.com/,"establishment, florist, point_of_interest, store",ChIJD32EM-CYToYRyYbVi5DML3c,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Street Garden Park,"1902 Main St, Dallas, TX 75201, USA",32.7811695,-96.7948469,http://mainstreetgarden.org/,"establishment, park, point_of_interest, tourist_attraction",ChIJRfzcnR-ZToYRg8yt9Ky1Hww,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmer's Delite,"440 S Hampton Rd, DeSoto, TX 75115, USA",32.58298,-96.856576,https://www.facebook.com/FarmersDelite/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJc2fQCaKTToYRlaEgSo-CoJc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Gardens Terrariums,"3116 Commerce St Ste C, Dallas, TX 75226, USA",32.7840317,-96.7778207,http://www.energygardens.shop/,"establishment, point_of_interest",ChIJzaWwgo6ZToYRs8WEUoivx_E,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Street Gardens,"1520 Elm St #201, Dallas, TX 75201, USA",32.7813827,-96.7986925,Not listed,"establishment, park, point_of_interest",ChIJsS4UoxiZToYRvnXeYw5B6n4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Dallas Community Garden,"1416 N Fitzhugh Ave, Dallas, TX 75204, USA",32.8045316,-96.7742119,Not listed,"establishment, park, point_of_interest",ChIJ9WgmPcuYToYRP3-VODR1iUE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civic Garden,"1014 Main St, Dallas, TX 75202, USA",32.7795971,-96.8022293,https://parksfordowntowndallas.org/civic-garden/,"establishment, park, point_of_interest, tourist_attraction",ChIJSWNvMBiZToYRXM9CJnt6X2E,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardenuity,"2222 Vantage St, Dallas, TX 75207, USA",32.7993729,-96.8339266,https://www.gardenuity.com/?y_source=1_MTIwNjA4NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU=,"establishment, home_goods_store, point_of_interest, store",ChIJdfEPzc2eToYRCwgP3VJMAA4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Grow Rooms,"8339 Hoyle Ave, Dallas, TX 75227, USA",32.7747592,-96.6764068,https://greengrowrooms.com/,"establishment, point_of_interest",ChIJtTrOimyjToYRMyMrhvXWWiQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Life Farms,"9811 Travis Trail, Dallas, TX 75241, USA",32.631323,-96.756804,http://www.newlifefarms.org/,"establishment, point_of_interest",ChIJnXKkiCGXToYRSG8r-lki7-I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Haven Gardens,"7700 Northaven Rd, Dallas, TX 75230, USA",32.90013,-96.77556,https://www.nhg.com/,"establishment, point_of_interest, store",ChIJk-Y0CnQgTIYRIk80cUbLr7g,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vickery Wholesale Greenhouse,"4911 E Grand Ave, Dallas, TX 75223, USA",32.7875539,-96.7544595,http://www.vickerygreenhouse.com/,"establishment, florist, food, point_of_interest, store",ChIJo01meaGYToYRdxtYLC1AwyU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotham Greens Seagoville,"800 Environmental Way, Seagoville, TX 75159, USA",32.6460278,-96.5635523,https://www.gothamgreens.com/,"establishment, food, point_of_interest",ChIJA24ItduxToYRq4cIV-6Kv8w,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacksons Home & Garden,"6950 Lemmon Ave, Dallas, TX 75209, USA",32.8429693,-96.8337923,http://www.jacksonshg.com/,"establishment, food, furniture_store, home_goods_store, point_of_interest, store",ChIJWXVJk4GeToYRb1dlQuytDnU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolke Greenhouses,"1908 S Hampton Rd, Glenn Heights, TX 75154, USA",32.5545143,-96.8561534,http://www.rolkegreenhouses.com/,"establishment, food, general_contractor, point_of_interest, store",ChIJmxA3mWqTToYRzYJZW5avcNo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mars Hill Farm,"1604 Mars Rd, Ferris, TX 75125, USA",32.5880891,-96.6426047,http://www.marshillfarm.com/,"establishment, point_of_interest",ChIJFep8-N25ToYRpMVbm_1nTnI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oasis Plant Shop,"416 W Eighth St, Dallas, TX 75208, USA",32.7478714,-96.8291397,http://oasisplantshop.com/,"establishment, food, furniture_store, general_contractor, home_goods_store, point_of_interest, store",ChIJ5Vbb68SZToYROPydCKnnE-k,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Organic BlackBerry Farm,"345 E Wheatland Rd, Dallas, TX 75241, USA",32.6478576,-96.8176719,https://dallasorganicblackberries.com/,"establishment, food, point_of_interest, store",ChIJDUF4GwCXToYRzK-bhkE2fGc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHM Microgreens,"5931 Greenville Ave PMB 3054, Dallas, TX 75206, USA",32.8578397,-96.7689155,https://ohmmicrogreens.com/,"establishment, point_of_interest",ChIJn1qHJmqfToYRfSBGcZ6MFGk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owenwood Farm & Neighbor Space,"1451 John West Rd, Dallas, TX 75228, USA",32.80732620000001,-96.6929134,http://www.owenwood.org/,"establishment, point_of_interest",ChIJGYwr_tijToYR1wY2UtF-5NI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawpaws Produce & Co,"2220 E Ledbetter Dr, Dallas, TX 75216, USA",32.686718,-96.786526,Not listed,"establishment, point_of_interest",ChIJO_lTzoGXToYR4R0ZbTZr3Mg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Love Farms,"9210 Mountain Cabin Rd, Dallas, TX 75217, USA",32.6942743,-96.6618798,http://www.oneloveroseandgardens.com/,"establishment, point_of_interest",ChIJnX2Vq2C7ToYR1E0ih6TRzU8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcon Farms Inc,"1075 S Belt Line Rd Ste 100, Coppell, TX 75019, USA",32.9463078,-96.9940454,https://falconfarms.com/,"establishment, florist, point_of_interest, store",ChIJTRAsK8mgToYRY7KmGd83zhg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruibal's Plants of Texas,"6630 Lemmon Ave, Dallas, TX 75209, USA",32.8389531,-96.8335355,https://ruibals.com/,"establishment, point_of_interest",ChIJC2J474KeToYRdn792Xt_Hos,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Botanical Mix,"2000 N Stemmons Fwy, Dallas, TX 75207, USA",32.8032988,-96.8228894,http://www.thebotanicalmix.com/,"establishment, florist, point_of_interest, store",ChIJ6R__yrKeToYRiTzekVwZlXA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Farms Drop Yard,"4720 W Ledbetter Dr, Dallas, TX 75236, USA",32.6903655,-96.9006758,Not listed,"establishment, point_of_interest",ChIJhXpYwhSQToYRhgwAjJRKAg8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Prairie Farm,"4405 Sharpsburg Dr, Grand Prairie, TX 75052, USA",32.6657085,-97.020526,http://www.southprairiefarm.com/,"establishment, point_of_interest",ChIJ1y4RAOKJToYRy0rMSIqhDpA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beannacht Acres LLC,"1651 Easy St, Seagoville, TX 75159, USA",32.621389,-96.536131,Not listed,"bakery, establishment, food, point_of_interest, store",ChIJP0rTWZG3ToYR0rTpOY22fWg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Life Farm,"960 Nokomis Cir, Lancaster, TX 75146, USA",32.567701,-96.7432036,https://m.facebook.com/Newlifefarmtexas/,"establishment, point_of_interest",ChIJazmgxdu_ToYRuZ_TTDUNykM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollyhill Farms,"8523 Thackery St #3305, Dallas, TX 75225, USA",32.8667485,-96.7934908,Not listed,"establishment, point_of_interest",ChIJ1_73XkueToYRIJNOi4puD6I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cox Farms Market - Dallas,"778 Fort Worth Ave, Dallas, TX 75208, USA",32.7700008,-96.8352525,http://coxfarmsmarket.com/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJw_Yvc9ibToYRgqqbCf7gIl8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyvale Honey Producers,"235 Barnes Bridge Rd, Sunnyvale, TX 75182, USA",32.826936,-96.5843064,http://sunnyvalehoney.com/,"establishment, point_of_interest",ChIJe8vaZRumToYRo1I03WEP98g,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monarch Meadows Local Honey,"2500 Edwards Church Rd, Mesquite, TX 75181, USA",32.7311736,-96.5470294,Not listed,"establishment, point_of_interest",ChIJi9YeSQCvToYRgpAqn8vaPUE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Texas Pecan,"902 S Harwood St, Dallas, TX 75201, USA",32.7776254,-96.7908073,Not listed,"establishment, food, point_of_interest, store",ChIJCysAClKZToYRHC6IVWCA4V4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mushroom Street Farms,"2929 Elm St, Dallas, TX 75226, USA",32.7853488,-96.7813104,https://mushroom.st/,"establishment, food, point_of_interest, store",ChIJybqgRw2ZToYRgbFjMpkX81Y,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Mushroom & Specialty Produce,"1704 Orleans St, Dallas, TX 75226, USA",32.777879,-96.7791074,http://www.thomasmushrooms.com/,"establishment, food, point_of_interest",ChIJydYj7uGYToYR4eno2MA0SDU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mak Mushrooms Texas,"1704 Orleans St, Dallas, TX 75226, USA",32.7778807,-96.7791244,https://www.makmushrooms.com/,"establishment, food, point_of_interest",ChIJE6OYkZmZToYRgPAmD1TZyqs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appreciation Mushrooms,"1060 W Campbell Rd, Richardson, TX 75080, USA",32.9788301,-96.7573871,Not listed,"establishment, point_of_interest",ChIJ13NPs_shTIYR1N6zCUbNBQ4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas South Mill Distribution,"1811 S Harwood St, Dallas, TX 75215, USA",32.7731718,-96.7851565,http://southmill.com/,"establishment, point_of_interest",ChIJv4VG6eSYToYRoNGEww-T5bo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morney Berry Farm,"9455 Lancaster Hutchins Rd, Dallas, TX 75241, USA",32.6357081,-96.729368,https://morneyberryfarm.org/,"establishment, point_of_interest",ChIJLWfaqwC9ToYRi2Q0Y8skpyM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill City Teaching Farm,"4719 Collins Ave, Dallas, TX 75210, USA",32.777228,-96.742197,https://www.millcityteachingfarm.com/,"establishment, point_of_interest",ChIJ0dWKGnGiToYRy3bBZ01qZvQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPE Farm - South Dallas,"1825 South Blvd, Dallas, TX 75215, USA",32.7638566,-96.7771966,http://www.hopefarm.org/,"establishment, point_of_interest",ChIJdQj5CNCZToYRz_XcVk6YYdM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonton Farm-Works,"Location: 6905 Valentine St. Dallas, TX 75215",32.74189,-96.7493687,,,,,localharvest.org/bonton-farm-works-M65774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Log House Farm,"Location: 7814 Forney Rd Dallas, TX 75227",32.7776617,-96.6865706,,,,,localharvest.org/the-log-house-farm-M50371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Farm Co. by Dallas Urban Farms,"Location: 3939 South Polk Street #511 Dallas, TX 75224",32.6968694,-96.8405856,,,,,localharvest.org/urban-farm-co-by-dallas-urban-farms-M66941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blooms Because,,32.97,-96.88,,,,,localharvest.org/blooms-because-M83539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Flowers,,32.66,-96.76,,,,,localharvest.org/all-things-flowers-M85138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy Girl Chicks & Livestock,"Location: 1900 W Wintergreen Hutchins, TX 75141",32.6212822,-96.720664,,,,,localharvest.org/candy-girl-chicks-livestock-M71115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Healthy,"Location: N Westmoreland Rd 2010 Desoto, TX 75115",32.6283704,-96.8743237,,,,,localharvest.org/earth-healthy-M72493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speedy Sprout Farms,,32.68,-97.03,,,,,localharvest.org/speedy-sprout-farms-M80894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32.95683497639892,-96.77685271388692,,,,,,702541181.0,allotments,Dallas,113.0,7667.0,Roundrock Road,Dallas,75248.0,"7667 Roundrock Rd, Dallas, TX 75248, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Hollow Farms,,32.7779765,-96.7962148,,,,,,,,113,,,,,,,11.0,32.7779765,-96.7962148,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey's Acres Farm,"1350 Stoney Creek Dr, Cedar Hill, Texas 75104",32.561252,-96.937545,,,,,,,,113,,,,,,,5.0,32.561252,-96.937545,27590555914097.0,48113.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Half Acre Farm,"13608 Fernheath Ln, Dallas, TX 75253",32.6907239479352,-96.58058119175,,,,,,,,,,,,,,,,32.6907239479352,-96.58058119175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grozilla,3921 Martin Luther King Jr Blvd Dallas TX 75210,32.7765887537994,-96.758879743327,,,,,,,,,,,,,,,,32.7765887537994,-96.758879743327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liberty Street Garden, at The Meadows Foundation","510 Liberty St, Dallas, TX 75204",32.7890155651215,-96.7856383673854,,,,,,,,,,,,,,,,32.7890155651215,-96.7856383673854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owenwood Farm & Community Garden,"1451 John West Rd, Dallas, Texas, 75228",32.8080379212171,-96.6928199993651,,,,,,,,,,,,,,,,32.8080379212171,-96.6928199993651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WE over Me Farm, at Paul Quinn College","3837 Simpson Stuart Rd, Dallas, Texas, 75241",32.6805389449524,-96.7518348343656,,,,,,,,,,,,,,,,32.6805389449524,-96.7518348343656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cultivated Chicks,"1832 Glenn Lane, Glenn Heights, TX 75154",32.5555583,-96.8515583,,,,,,,,,,,,,,,,32.5555583,-96.8515583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
