name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude ,date_collected,website,geometry,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Hatcher Station Training Farm,"4500 Todd St, Dallas, TX 75210, USA",32.766178,-96.7441991,http://www.restorativefarms.org/,"establishment, point_of_interest",ChIJIUgpTvSjToYRBuHzeEgdWuw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Harvest Farms LLC,"3511 Pinemont Dr A1, Houston, TX 77018, USA",29.8407721,-95.4327833,http://www.southernharvestfarms.com/,"establishment, point_of_interest",ChIJzxkjOJ3rQIYRUVmLj1EJ028,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Greenly,"13823 Cantwell Dr, Houston, TX 77014, USA",29.9691931,-95.436834,Not listed,"establishment, point_of_interest",ChIJUV3rAdrLQIYReFcB5ZqLZwA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Houston Farmers Market,"2520 Airline Dr, Houston, TX 77009, USA",29.8106333,-95.3804726,https://thehoustonfarmersmarket.com/,"establishment, point_of_interest",ChIJ9zxX9464QIYRA6gxzUxViME,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theiss Farms Market,"2008 Rayford Rd, Spring, TX 77386, USA",30.1235753,-95.4124936,https://theissfarmsmarket.com/,"establishment, point_of_interest",ChIJFTbrSzs0R4YRCdUg80vvaB4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Village Farm @Harvest Green,"J7WM+M3, Richmond, TX 77406, USA",29.6469934,-95.7164459,Not listed,"establishment, point_of_interest",ChIJwW6ehBfhQIYRH80IkYGP4Es,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theiss Farms Market,"17045 Stuebner Airline Rd, Spring, TX 77379, USA",30.0233553,-95.5276641,http://theissfarmsmarket.com/,"establishment, point_of_interest",ChIJge7yqSPNQIYRcwikDcxISq8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heights Mercantile,"714 Yale St, Houston, TX 77007, USA",29.7838703,-95.3986266,http://heightsmercantile.com/,"establishment, point_of_interest, shopping_mall",ChIJWcnr41nHQIYRSBL3sLo4AfA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Groves Marketplace,"11939 Madera Run Pkwy, Atascocita, TX 77346, USA",29.9571636,-95.1876048,https://www.buylocalmarket.org/,"establishment, point_of_interest",ChIJEZIqdPqvQIYR6ixPb5dNocw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial Villages Farmers Market,"10840 Beinhorn Rd, Houston, TX 77024, USA",29.7785847,-95.5045671,http://www.mvfarmersmarket.org/default.aspx,"establishment, point_of_interest",ChIJ-wwB8XHEQIYRBa3XzwqdUmI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Square Park,"301 Milam St, Houston, TX 77002, USA",29.7626451,-95.3623608,http://marketsquarepark.com/,"establishment, park, point_of_interest, tourist_attraction",ChIJ84Jv4S-_QIYRrPnSA2Vagik,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleanora's Market,"2120 Ella Blvd, Houston, TX 77008, USA",29.8050444,-95.4287583,https://www.facebook.com/Eleanoras-Market-LLC-122456951641372/,"establishment, point_of_interest",ChIJi-EwzQTHQIYRW1gUKGFCICE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice Village Farmers Market,"2504 Amherst St, Houston, TX 77005, USA",29.7162525,-95.4169039,https://www.theinformalgrub.com/,"establishment, point_of_interest",ChIJHfofJ17BQIYR5XnNQu-3bbk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Woodlands Farmers' Market,"7 Switchbud Pl, The Woodlands, TX 77380, USA",30.1412749,-95.4706835,https://www.grogansmill.org/fmabout,"establishment, point_of_interest",ChIJLfuOoak2R4YR9wraGPf2fZw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palm Center Farmers Market,"5997 Beekman Rd, Houston, TX 77021, USA",29.6947367,-95.3323105,https://www.facebook.com/PalmCenterMarket,"establishment, point_of_interest",ChIJKXJywhW-QIYR9WrzgkMnyYo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulshear Farmers Market,"9035 Bois D'Arc Ln, Fulshear, TX 77441, USA",29.690244,-95.888447,http://fulshearfarmersmarket.com/,"establishment, point_of_interest",ChIJtR4JiM8iQYYR-W0PL1J9Fr4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery Green,"1500 McKinney St, Houston, TX 77010, USA",29.7530669,-95.359608,http://www.discoverygreen.com/,"establishment, park, point_of_interest, tourist_attraction",ChIJJUo2UyK_QIYRI_nLX1af7Qg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheatley High School Garden,"4810 Market St, Houston, TX 77020, USA",29.772691,-95.321321,Not listed,"establishment, point_of_interest",ChIJDwyamrK-QIYRkmbdXgXEpjw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atkinson Farms,"3217 Spring Cypress Rd, Spring, TX 77388, USA",30.0606155,-95.4651922,https://www.facebook.com/Atkinson4thgeneration/,"establishment, point_of_interest",ChIJF1tfBLs0R4YR9nj0u00IQa4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmers Market at Imperial,"234 Matlage Way, Sugar Land, TX 77478, USA",29.6162455,-95.6374777,https://www.sugarlandtx.gov/2508/Farmers-Market-at-Imperial-Park?utm_campaign=gmb&utm_medium=maps&utm_source=google&utm_term=gmb,"establishment, point_of_interest",ChIJAYlolNfmQIYRaVUV84FwClU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re - Leaf Plant Market,"7311 Ardmore St, Houston, TX 77054, USA",29.690277,-95.3803782,http://www.releafplantmarket.com/,"establishment, point_of_interest, store",ChIJe_QFmeW_QIYRZ1B_ZbW4LuM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydroshack Hydroponics,"4208 Mangum Rd, Houston, TX 77092, USA",29.8294964,-95.4614403,http://www.hydroshack.com/,"establishment, point_of_interest, store",ChIJj2n5JBLHQIYRi47sqBqEqxo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botani Hydroponics & Organics,"15106 Bellaire Blvd, Houston, TX 77083, USA",29.7021785,-95.6532018,http://www.botanigarden.com/,"establishment, point_of_interest",ChIJ5Ucj8HDeQIYR3l44W5WDk7c,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainable Harvesters,"27800 Krezdorn Rd, Hockley, TX 77447, USA",30.1064042,-95.8495282,Not listed,"establishment, point_of_interest",ChIJIUvNn87TRoYRNzcFCNY1rUo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DragonHorse Organics,"2420 Noble St, Houston, TX 77026, USA",29.7804467,-95.3451466,https://dragon-horse-organics.square.site/,"establishment, point_of_interest",ChIJnWZgli65QIYRZbPwCGf1OmM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff's Aquaponics and Farm,"2911 Avenue L, Santa Fe, TX 77510, USA",29.4000247,-95.0850163,https://jeffsaquaponics.com/,"establishment, point_of_interest",ChIJAQAUMZKBQIYRIMrv3yDkezQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sustainable Aquaponics,"4306 Jamie Ln, Houston, TX 77048, USA",29.605739,-95.3494259,Not listed,"establishment, point_of_interest",ChIJq-0XYgSVQIYRHRZrIZIJ3-A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJL Greenhouse Inc,"1449 Brittmoore Rd, Houston, TX 77043, USA",29.7990488,-95.5701622,https://www.instagram.com/jjl_greenhouse/,"establishment, point_of_interest",ChIJqZ2nATDbQIYRFXdem9txokc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southern Greenhouses,"18014 Longmoor Dr, Houston, TX 77084, USA",29.8433827,-95.6762342,https://southerngreenhouses.com/,"establishment, food, point_of_interest",ChIJ-T3pLiUkQYYR4owLbCGAbUA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shades of Texas Wholesale Nursery,"2618 Genoa Red Bluff Rd, Houston, TX 77034, USA",29.6304187,-95.1547012,https://shadesoftexas.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,"establishment, food, general_contractor, point_of_interest, store",ChIJYTGxkjqZQIYRHWm6NSxjPlk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buchanan's Native Plants,"611 E 11th St, Houston, TX 77008, USA",29.790995,-95.391405,http://buchanansplants.com/,"establishment, point_of_interest, store",ChIJ2xEQ56C4QIYRa5buDlOmKpQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weinberg's Rosehill Farm,"17207 Farm to Market 2920, Tomball, TX 77377, USA",30.0776898,-95.6872881,https://www.facebook.com/Weinbergsrosehillfarm/,"establishment, point_of_interest",ChIJOV9_3QErR4YRgEVFDsi6ppo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Reyes Greenhouses,"136 Cowhide Dr, Wallis, TX 77485, USA",29.6785284,-96.0036753,Not listed,"establishment, point_of_interest",ChIJM0aoBWo-QYYRCHQLlThTbSo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotham Greens Seagoville,"800 Environmental Way, Seagoville, TX 75159, USA",32.6460278,-96.5635523,https://www.gothamgreens.com/,"establishment, food, point_of_interest",ChIJA24ItduxToYRq4cIV-6Kv8w,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph's Nursery,"3723 FM1128, Pearland, TX 77584, USA",29.5289362,-95.3297839,Not listed,"establishment, point_of_interest",ChIJU704-jiSQIYRpw9Rywptihw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone 9 Tropicals,"1015 Arlington St, Houston, TX 77008, USA",29.7894764,-95.3944613,https://www.zone9tropicals.com/,"establishment, florist, food, point_of_interest, store",ChIJzZeIUV_HQIYRyyl4SagJ5nc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Paradise Nursery,"8934 Wayfarer Ln, Houston, TX 77075, USA",29.6181574,-95.2560587,http://tropicalparadisenursery.com/,"establishment, point_of_interest",ChIJl5ErBzqXQIYRhtjKjF5ZDpM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shades of Texas Wholesale Nursery,"5145 FM 1488, Magnolia, TX 77354, USA",30.2236479,-95.546215,https://shadesoftexas.com/?utm_source=LOCAL&utm_medium=ORGANIC&utm_campaign=GMB,"establishment, food, general_contractor, point_of_interest, store",ChIJVVUlv_4vR4YRakhLwdxnGVQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Ranch Farm,"4919 Birch Rd, Santa Fe, TX 77517, USA",29.372248,-95.126564,http://www.littleranchfarm.com/,"establishment, food, point_of_interest, store",ChIJAxBxBnWBQIYR-Zw_iqeUkdw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enchanted Forest,"10611 FM 2759 Rd, Richmond, TX 77469, USA",29.5256993,-95.6405122,https://enchantedforestrichmondtx.com/,"establishment, point_of_interest, store",ChIJw0nltYbkQIYR1o12Kfsjtks,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvest Green Farmhouse,"3400 Harvest Corner Dr, Richmond, TX 77406, USA",29.6434432,-95.7214716,http://www.harvestgreentexas.com/,"establishment, point_of_interest",ChIJS-msWp_hQIYRHJZj4GdrSIw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J & J Nursery,"4115 Farm to Market 2920, Spring, TX 77388, USA",30.070259,-95.481693,http://www.jjsnursery.com/,"establishment, general_contractor, point_of_interest, store",ChIJt7yk72AzR4YRrsFqpVFTmTs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JC Nursery,"9321 Zaka Rd, Houston, TX 77064, USA",29.9100408,-95.5404309,Not listed,"establishment, point_of_interest, store",ChIJg0fm_knOQIYR5UhUGGqg72k,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Formosa Orchid Nursery,"12318 Bedford St, Houston, TX 77031, USA",29.6430678,-95.5540685,Not listed,"establishment, point_of_interest",ChIJh1n5KDW8QIYRSg_ZD2V06lY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boterna Vertical Farms,"1512 I-35W Ste #108, Denton, TX 76207, USA",33.1985646,-97.1682651,http://www.boterna.com/,"establishment, point_of_interest",ChIJeQq1sarLTYYRjavIXeSiIk8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFW Vertical Farms LLC ( LVLUP MICRO),"7800 Windrose Ave. #200, Plano, TX 75024, USA",33.083161,-96.8258615,https://www.lvlupmicro.com/,"establishment, point_of_interest",ChIJsfs-tcc9TIYRuXCcFbaLg1s,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgroTeva Organic Farms Inc.,"10801 Brooklet Dr Ste A, Houston, TX 77099, USA",29.6631627,-95.5615228,http://www.agrotevaorganicfarms.com/,"establishment, point_of_interest",ChIJ5U2v6YGNNEgRvZ_q2pOwG2U,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TrueHarvest Farms, LLC","111 Trueharvest Wy, Belton, TX 76513, USA",31.0846205,-97.4877426,http://www.trueharvestfarms.com/,"establishment, point_of_interest",ChIJuYR_129BRYYRrPxBTyPIOQo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream Harvest: Sustainable Indoor Farming,"8416 S Breeze Dr, Houston, TX 77071, USA",29.6574038,-95.5232647,http://www.dreamharvest.com/,"establishment, food, point_of_interest",ChIJu7aYeirpQIYRslEgb6Amryk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Good Vibe Farm,"20702 Cypress Rose Hill Rd, Tomball, TX 77377, USA",30.0674096,-95.6980124,http://www.thegoodvibefarm.com/,"establishment, point_of_interest",ChIJr9YCHrIrR4YRIG-oi6v1OMA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Farm,"16723 Sycamore Rd, Cat Spring, TX 78933, USA",29.909642,-96.336574,http://www.animalfarmcenter.com/,"establishment, point_of_interest",ChIJ50gqkKZWQYYRLZUwkhtjyyk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Another Place in Time,"421 W 11th St, Houston, TX 77008, USA",29.7908238,-95.4020598,https://www.anotherplaceintime.com/,"establishment, point_of_interest",ChIJEXUT9lzHQIYRSAkmIZk8c7I,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRN Nursery 2,"11701 Alief Clodine Rd, Houston, TX 77072, USA",29.7154055,-95.584714,https://jrnnursery-2.com/,"establishment, point_of_interest",ChIJH3qUrx_dQIYR-cQ13iDGfjU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wabash Feed & Garden,"4537 N Shepherd Dr, Houston, TX 77018, USA",29.8308932,-95.411063,https://wabashfeed.com/,"establishment, food, furniture_store, home_goods_store, point_of_interest, store",ChIJIR6cUsvAQIYRn_c7eouGcsA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanga’s Indoor Playcenter Cypress,"11037 FM 1960 W, Houston, TX 77065, USA",29.9298793,-95.5875756,http://cypress.kangasplaycenter.com/,"cafe, establishment, food, point_of_interest, restaurant, store",ChIJOaXDcejRQIYRZ5t79QrduZg,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua's Native Plants & Garden,"502 W 18th St, Houston, TX 77008, USA",29.80163,-95.4063488,http://www.joshuasnativeplants.com/,"establishment, point_of_interest, store",ChIJXSBIFm_HQIYR8KRrNbQRPlw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Plant Co.,"1123 Providence St, Houston, TX 77002, USA",29.7697366,-95.3566653,https://www.edenplant.co/,"cafe, establishment, food, point_of_interest, store",ChIJZ_gIoWHZQIYRtYt7b5IoKfU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interior Green International,"7307 Ardmore St, Houston, TX 77054, USA",29.6905784,-95.3801731,https://www.igiplants.com/,"establishment, florist, point_of_interest, store",ChIJA_mmkOW_QIYRGkJdCQVVet4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mighty Greens Houston,"2406 Steel St, Houston, TX 77098, USA",29.7395058,-95.4168191,http://www.mightygreenshouston.com/,"establishment, point_of_interest",ChIJXZcnF9jBQIYRILNpTLfu4WA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAREE’S GREENS,"2332 E NASA Pkwy, Houston, TX 77058, USA",29.5525456,-95.0841129,Not listed,"establishment, point_of_interest",ChIJ3_j2byFjP4YRKi7Uy8Zbzm0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Microgreens,"5115 Sunlight Hill Ct, Spring, TX 77379, USA",30.0542841,-95.4969946,Not listed,"establishment, point_of_interest",ChIJOfS16RAzR4YRleVQXFO8Qs0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talise Microgreens LLC,"17811 Davenport Rd suite 52, Dallas, TX 75252, USA",32.9916954,-96.7947044,Not listed,"establishment, point_of_interest",ChIJG_SzingjTIYRtde756JMl9E,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azteca Farmers Market,"7710 Lyons Ave, Houston, TX 77020, USA",29.7770401,-95.289557,https://www.aztecafarmersmarket.com/,"establishment, point_of_interest",ChIJ2yKap3e7QIYRnqCnmQ3GVAU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FreshLeaf Microgreens,"23319 Willow Wood St, Tomball, TX 77375, USA",30.1003527,-95.5458352,https://www.freshleafmicrogreens.com/contact/,"establishment, point_of_interest, store",ChIJVVXxrGgyR4YROxmDv1JIzKA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Duck Farm - CSA Pickup Location,"7927 Litchfield Ln, Spring, TX 77379, USA",30.00983669999999,-95.5305755,Not listed,"establishment, point_of_interest",ChIJuzN9_bbNQIYReQXsthgGZyU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant It Forward Farms @ Westbury Community Garden,"12581 Dunlap St, Houston, TX 77035, USA",29.6387778,-95.4950667,https://plantitforward.farm/,"establishment, point_of_interest",ChIJt8gsvJnpQIYROLR0tprWSdM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houston organic farm,"515 County Rd 3558, Cleveland, TX 77327, USA",30.1821524,-95.0713405,Not listed,"establishment, point_of_interest",ChIJmTLdsTxWR4YRVj9tLczdMyw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris County Farms,"15437 Miller Rd 1, Houston, TX 77049, USA",29.8393011,-95.1459417,Not listed,"establishment, point_of_interest",ChIJ2XMxaNelQIYRekpFN5EiK54,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessings Ranch (Formerly Aitken Farm & Ranch),"20000 Bauer Hockley Rd, Tomball, TX 77377, USA",30.03673869999999,-95.7311001,http://blessingsranchtx.com/?utm_campaign=gmb,"establishment, food, point_of_interest, store",ChIJrfK75lXVRoYRhRgGc6Ivoo8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Duck Farm,"270 Pine Valley Rd, Cleveland, TX 77328, USA",30.3764189,-95.1757738,https://woodduckfarm.com/,"establishment, point_of_interest",ChIJZVJ_C1JcR4YRJxzbtIWi0AY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
