name,address,lat,lon,Website,Google Categories,Place ID,Status,profile_url,osm_id,fclass,county,COUNTYFP,house_number,street,city,zipcode,full_address,Unnamed: 0,latitude,longitude,oid,geoid,state,farm_id,farm_name,street_address,zip_code,latitude ,date_collected,website,geometry,index_right,MTFCC,OID,GEOID,STATE,COUNTY,COUNTYNS,BASENAME,NAME,LSADC,FUNCSTAT,COUNTYCC,AREALAND,AREAWATER,OBJECTID,CENTLAT,CENTLON,INTPTLAT,INTPTLON
Nativo Gardens,"1701 White Settlement Rd, Fort Worth, TX 76107, USA",32.75867,-97.3442902,http://www.nativotx.com/,"establishment, general_contractor, point_of_interest, store",ChIJHy5tu6C4uScRFk-EilJPTiI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abundant Harvest Hydroponics & Organics,"3101 Avenue E, Arlington, TX 76011, USA",32.7571817,-97.0521129,http://www.abhydro.com/,"establishment, point_of_interest, store",ChIJJ-LSKgOHToYRsyQ6k9vLiLE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hort Americas - Wholesale Hydroponic Farming Supply Company in Dallas,"2801 Renee St, Bedford, TX 76021, USA",32.851105,-97.100908,http://hortamericas.com/,"establishment, food, point_of_interest",ChIJ1Qx59tx_ToYR4gLp_420YQM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caged Tomato,"2732 Shamrock Ave #108, Fort Worth, TX 76107, USA",32.7633454,-97.3560025,http://www.cagedtomato.com/,"establishment, point_of_interest, store",ChIJ91rUlfxzToYRA8Jv5sgV9F8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aledo River Valley Farms,"411 Koldin Dr, Annetta South, TX 76008, USA",32.6716035,-97.611104,Not listed,"establishment, point_of_interest",ChIJIbK3UY0PToYRAdaw9E7FfZo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Texas Green Star, LLC","4122 Cowling Rd, Sanger, TX 76266, USA",33.3213005,-97.1735839,http://www.texasgreenstar.com/,"establishment, point_of_interest",ChIJJV98t2-zTYYRu1SyCH40mD4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Phoenix Farms,"900 N Walnut Creek Dr, Mansfield, TX 76063, USA",32.5773172,-97.1321099,Not listed,"establishment, point_of_interest",ChIJAQCQyKZhToYRCaAaXH47LWw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bumper Crop Farms Country Store/ H2O Water Works, Inc.","6599 FM 1886, Azle, TX 76020, USA",32.8289892,-97.6241123,Not listed,"establishment, point_of_interest",ChIJUz79vegHToYRKOv4gRqTNNw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timberview Farmstead,"4274 Timberview Dr, Fort Worth, TX 76140, USA",32.6272985,-97.2538744,https://timberviewfarmstead.com/,"establishment, point_of_interest",ChIJx4GSMu5lToYRnRIqii1H1GQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFF Agriculture,"6700 Co Rd 239, Terrell, TX 75160, USA",32.7621535,-96.3587934,http://breedenfreshfarms.com/,"establishment, point_of_interest",ChIJ302REfhTSYYRMPKOEOwZO7Y,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grow Plant Shop,"4800 Camp Bowie Blvd, Fort Worth, TX 76107, USA",32.7389852,-97.391517,http://www.growplantshop.com/,"establishment, point_of_interest",ChIJZbY3UgNxToYRqeZFfyxujiM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moreno Plant Farms,"7297 Remington Rd, Mansfield, TX 76063, USA",32.5680175,-97.1829091,Not listed,"establishment, point_of_interest, store",ChIJAbpO1YlnToYR-MDmVwiRtGw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Greenhouse Co,"812 E Northside Dr, Fort Worth, TX 76102, USA",32.7778537,-97.3384187,http://www.texasgreenhouse.com/,"establishment, food, point_of_interest",ChIJXwGOU7J2ToYRIlqBFfjCz5k,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green's Produce and Plants,"3001 W Arkansas Ln, Arlington, TX 76016, USA",32.7072367,-97.1547607,https://greensproduce.com/,"establishment, food, general_contractor, grocery_or_supermarket, point_of_interest, store",ChIJW0HSzMd8ToYR0Y8yFT6qEdM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flower Ranch,"901 S Pearson Ln, Keller, TX 76248, USA",32.9277778,-97.2027778,http://www.theflowerranch.com/,"establishment, food, point_of_interest, store",ChIJI1CxgPLWTYYRB1LmK3WzWuk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claytonhill Greenhouse Co LLC,"1927 Golden Heights Rd Ste 410, Fort Worth, TX 76177, USA",32.9341915,-97.3310778,https://www.claytonhill.com/,"establishment, general_contractor, point_of_interest",ChIJscO5UbrZTYYRojY1EtbstBU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claytonhill Greenhouse,"1045 Falcon Creek Dr, Kennedale, TX 76060, USA",32.6354804,-97.1950706,http://www.claytonhill.com/,"establishment, food, point_of_interest",ChIJcZVHTm9kToYRJdQJX1RoRoQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fifth Avenue Greenhouses Inc.,"1615 5th Ave, Fort Worth, TX 76104, USA",32.7272605,-97.3387527,http://www.fagreenhouses.com/,"establishment, point_of_interest",ChIJT5xnDp1xToYRsbzef8dBff4,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Weston Gardens In Bloom, Inc","8101 Anglin Dr, Fort Worth, TX 76140, USA",32.6363159,-97.2521431,http://www.westongardens.com/,"establishment, general_contractor, point_of_interest, store",ChIJraXRrptlToYRHMym2LiQ2X8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village Farm,"2901 Northern Cross Blvd #121, Fort Worth, TX 76137, USA",32.836599,-97.306802,Not listed,"establishment, point_of_interest",ChIJu7I3abN3ToYRlmMTgCO4dDQ,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doan's Nursery Inc,"622 S Belt Line Rd, Irving, TX 75060, USA",32.8081459,-96.9936159,https://doans-nursery.com/,"establishment, point_of_interest",ChIJ8R-qBe-DToYRP8d9GBzbjQE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Flower Ranch,"196 Co Rd 4925, Haslet, TX 76052, USA",33.0223183,-97.4416003,http://www.theflowerranch.com/,"establishment, food, point_of_interest, store",ChIJk3r-HPfnTYYRyL8DFr8fLKw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leno's Plant Farm,"1573 Newt Patterson Rd, Mansfield, TX 76063, USA",32.5745108,-97.1681038,http://www.facebook.com/Lenos-Plant-Farm-1485149305125972/?hc_ref=SEARCH,"establishment, point_of_interest",ChIJTy3VdDphToYR2cbM4gqgr2s,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archie's Gardenland,"6700 Z Boaz Pl, Fort Worth, TX 76116, USA",32.723012,-97.4327894,http://www.archiesgardenland.com/,"establishment, food, furniture_store, general_contractor, home_goods_store, point_of_interest, store",ChIJXcFF4NVyToYRg9bLGkS-Upw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Home & Garden,"463 N Broadway St, Joshua, TX 76058, USA",32.4773251,-97.3815297,Not listed,"establishment, general_contractor, home_goods_store, point_of_interest, store",ChIJhXN5jeF0ToYR_w-xXe6RYvc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Worth Farm Company,"8200 Boat Club Rd, Fort Worth, TX 76179, USA",32.874701,-97.4245849,http://fortworthfarm.com/,"establishment, point_of_interest",ChIJN6JSpqHfTYYRkWhxSTSUVhA,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hare's Nursery,"3200 W Division St, Arlington, TX 76012, USA",32.733971,-97.1615201,https://www.facebook.com/people/Hares-Nursery/100063901216536/,"establishment, point_of_interest",ChIJa8J3Cox8ToYR3s7WsDOtDzM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical Greenery,"7421 Blvd 26, North Richland Hills, TX 76180, USA",32.8273795,-97.2239111,https://tropicalgreenery.com/,"establishment, food, point_of_interest, store",ChIJtzCcveN4ToYRKLjFr1gJm6Y,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolke Greenhouses,"1908 S Hampton Rd, Glenn Heights, TX 75154, USA",32.5545143,-96.8561534,http://www.rolkegreenhouses.com/,"establishment, food, general_contractor, point_of_interest, store",ChIJmxA3mWqTToYRzYJZW5avcNo,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFW Vertical Farms LLC ( LVLUP MICRO),"7800 Windrose Ave. #200, Plano, TX 75024, USA",33.083161,-96.8258615,https://www.lvlupmicro.com/,"establishment, point_of_interest",ChIJsfs-tcc9TIYRuXCcFbaLg1s,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boterna Vertical Farms,"1512 I-35W Ste #108, Denton, TX 76207, USA",33.1985646,-97.1682651,http://www.boterna.com/,"establishment, point_of_interest",ChIJeQq1sarLTYYRjavIXeSiIk8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas Vertical Farming,"116 Randy Rd, Waxahachie, TX 75165, USA",32.4774247,-96.8025513,Not listed,"establishment, point_of_interest",ChIJI4K3aqDrToYR9Pling03mQI,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petting Barn at Fort Worth Zoo,"1989 Colonial Pkwy, Fort Worth, TX 76109, USA",32.7181854,-97.3538665,http://www.fortworthzoo.org/,"establishment, point_of_interest, zoo",ChIJN5fnYChyToYRQuWyIuncIYw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nash Farm,"626 Ball St, Grapevine, TX 76051, USA",32.9343836,-97.0856824,http://www.nashfarm.org/,"establishment, point_of_interest",ChIJ46rrJi4rTIYR3jEYk1ZjK_M,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howell Family Farms,"4016 W Division St, Arlington, TX 76012, USA",32.7306346,-97.1726223,http://www.howellfamilyfarms.com/,"establishment, point_of_interest",ChIJJStsDYR8ToYRRAYo6hrfvZs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Dunham Farm / Dunham Farm Wildlife Park / Petting Zoo,"By Appointment Only, 3501 FM1187, Burleson, TX 76028, USA",32.580189,-97.2850968,https://thedunhamfarm.com/,"establishment, food, park, point_of_interest, zoo",ChIJaRbhVL9oToYR8_NlGrlz1x8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hope Farm, Inc.","865 E Ramsey Ave, Fort Worth, TX 76104, USA",32.7176475,-97.3195419,http://www.hopefarm.org/,"establishment, point_of_interest",ChIJ6esddbBxToYRHe_wZgv8NIk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conundrum Farms,"5544 Rocky Creek Park Rd, Crowley, TX 76036, USA",32.605429,-97.4454609,https://www.conundrumfarms.com/,"establishment, point_of_interest",ChIJC5jBL_4TToYRNHCvRNV8KDU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Country Critters Farm, LLC","3709 County Rd 617, Alvarado, TX 76009, USA",32.503525,-97.1390716,http://countrycrittersfarm.com/,"establishment, point_of_interest",ChIJr1RHXTJeToYRDBVOOvi9wM0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Dub Farm,"4901 Kelly Rd, Fort Worth, TX 76126, USA",32.6086148,-97.5757198,https://littledubfarm.as.me/,"establishment, point_of_interest, school",ChIJQajaLuQQToYR2wWPVRwjGLs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powells Family Farm,"8477 Retta Mansfield Rd, Mansfield, TX 76063, USA",32.562376,-97.1780638,Not listed,"establishment, point_of_interest",ChIJyz1aOSthToYRSgWXmfUvTx8,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidden Lake Farm,"1201 Broome Rd, Bartonville, TX 76226, USA",33.0696022,-97.1386241,http://www.hiddenlakefarm.net/,"establishment, point_of_interest",ChIJP9QSyZzNTYYRVPBid26S4vY,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talise Microgreens LLC,"17811 Davenport Rd suite 52, Dallas, TX 75252, USA",32.9916954,-96.7947044,Not listed,"establishment, point_of_interest",ChIJG_SzingjTIYRtde756JMl9E,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone's Throw Farm Co,"9560 Crowley Plover Rd, Fort Worth, TX 76126, USA",32.6155621,-97.5321494,http://stonesthrowfarmco.org/,"establishment, food, grocery_or_supermarket, point_of_interest, store",ChIJUbd0UwURToYRtSQN-xRFCUw,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Water Microgreens,"114 Jeremy Ln, Paradise, TX 76073, USA",33.0414865,-97.7454852,Not listed,"establishment, point_of_interest",ChIJf3EkW2j3TYYRdOr0YI1Cvd0,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lean and Clean Microgreens,"200 Rocky Pine Rd, McKinney, TX 75070, USA",33.2020117,-96.7599174,Not listed,"establishment, point_of_interest",ChIJLejUJFM_TIYRr945HKHKZ2s,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHM Microgreens,"5931 Greenville Ave PMB 3054, Dallas, TX 75206, USA",32.8578397,-96.7689155,https://ohmmicrogreens.com/,"establishment, point_of_interest",ChIJn1qHJmqfToYRfSBGcZ6MFGk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFW Organic Growing,"13425 US-287, Fort Worth, TX 76179, USA",32.9731589,-97.4234126,https://dfworganicgrowing.com/,"establishment, point_of_interest, store",ChIJmyefWY_dTYYRHQb5Yn3_C9w,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vital Greens,"4901 Chaps Ave, Fort Worth, TX 76244, USA",32.9017862,-97.2806632,https://www.vitalgreenstx.com/contact-us,"establishment, point_of_interest",ChIJwacvujDYTYYR1I1MBROFeeU,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rufe Snow Farmers Market,"6871 Rufe Snow Dr, Fort Worth, TX 76148, USA",32.8745858,-97.2384545,https://www.facebook.com/RufeSnowFarmersMarketTX/,"establishment, point_of_interest",ChIJUcoqU9nXTYYReklh_B8GtNM,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L'Cajn Farm,"266 Old Chisholm Trail, Rhome, TX 76078, USA",33.0948905,-97.4246567,https://www.lcajnfarm.com/,"establishment, point_of_interest",ChIJn7FQvG7CTYYRECHrZAveWmc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonton Farms Extension,"12400 Ravenview Rd, Dallas, TX 75253, USA",32.694169,-96.603067,http://www.bontonfarms.org/,"establishment, point_of_interest",ChIJg91ZoOy6ToYRO4ne1iLt44A,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Creek Farm Texas,"6521 Asher Rd, Alvarado, TX 76009, USA",32.4473128,-97.2410603,https://www.walnutcreekfarmtexas.com/,"establishment, point_of_interest",ChIJNyJFLpdpToYRlSR1IEde7fk,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pastured Steps Family Farm,"1505 Indian Creek Dr, Midlothian, TX 76065, USA",32.4061705,-97.0099878,http://www.pasturedsteps.com/,"establishment, point_of_interest",ChIJdWdUgsT3ToYRqgOvnMRMhkc,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden's Organic Garden Center & CSA Farm,"4710 Pioneer Rd, Balch Springs, TX 75180, USA",32.7058244,-96.6053968,http://www.edensorganicgardencenter.com/,"establishment, point_of_interest, store",ChIJ45xm7cC6ToYRjG_NnSXH-Fs,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coppell Farmers Market,"768 W Main St, Coppell, TX 75019, USA",32.952644,-97.0066889,http://www.coppellfarmersmarket.org/,"establishment, point_of_interest",ChIJC41v6l8pTIYRgGeg3iIqXoE,Pending Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
